No         Predictions            Accuracy [%]
14282      (1 0 2 3 1 1 1)              89.098
14283      (1 0 1 5 1 1 1)              89.094
14284      (1 0 2 2 1 0 1)              89.092
14285      (1 0 2 3 0 0 0)              89.088
14286      (1 0 2 2 1 2 1)              89.087
14287      (1 0 3 2 1 1 1)              89.084
14288      (1 0 2 3 2 1 1)              89.083
14289      (1 0 2 6 1 2 1)              89.080
14290      (1 0 0 0 0 0 0)              89.077
14291      (1 0 2 3 1 2 1)              89.075
14292      (1 0 2 3 1 1 1)              89.073
14293      (1 0 1 5 1 1 1)              89.071
14294      (1 0 2 3 1 0 1)              89.070
14295      (1 0 1 5 1 1 1)              89.066
14296      (1 0 1 3 1 2 1)              89.064
14297      (1 0 0 0 1 2 0)              89.062
14298      (1 0 2 3 1 2 1)              89.062
14299      (1 0 1 5 1 1 1)              89.061
14300      (1 0 0 0 1 2 0)              89.060
14301      (1 0 4 2 1 2 1)              89.057
14302      (1 0 4 0 0 0 0)              89.054
14303      (1 0 2 6 1 2 1)              89.052
14304      (1 0 2 5 1 2 1)              89.052
14305      (1 0 4 3 1 2 0)              89.052
14306      (1 0 0 3 0 0 0)              89.050
14307      (1 0 4 4 0 2 0)              89.048
14308      (1 0 2 6 0 0 1)              89.045
14309      (1 0 2 6 1 1 0)              89.043
14310      (1 0 2 5 2 1 1)              89.040
14311      (1 0 4 2 1 2 1)              89.038
14312      (1 0 2 3 1 1 1)              89.036
14313      (1 0 0 0 1 2 0)              89.035
14314      (1 0 1 5 1 1 1)              89.033
14315      (1 0 2 3 1 0 1)              89.031
14316      (1 0 0 5 0 2 0)              89.029
14317      (1 0 4 6 1 2 1)              89.029
14318      (1 0 0 0 1 2 0)              89.028
14319      (1 0 2 6 1 2 1)              89.025
14320      (1 0 2 3 1 0 1)              89.023
14321      (1 0 2 3 2 2 2)              89.022
14322      (1 0 4 2 2 1 2)              89.021
14323      (1 0 1 5 1 1 1)              89.019
14324      (1 0 2 3 1 1 1)              89.017
14325      (1 0 2 3 2 2 2)              89.016
14326      (1 0 4 3 1 2 0)              89.016
14327      (1 0 1 5 2 2 2)              89.014
14328      (1 0 2 6 1 1 1)              89.011
14329      (1 0 2 2 1 1 1)              89.010
14330      (1 0 0 5 1 1 1)              89.009
14331      (1 0 2 3 1 1 1)              89.006
14332      (1 0 2 0 2 2 1)              89.001
14333      (1 0 2 3 2 1 2)              89.001
14334      (1 0 1 5 1 1 1)              88.997
14335      (1 0 2 3 1 2 1)              88.996
14336      (1 0 0 0 1 0 1)              88.994
14337      (1 0 2 3 1 0 1)              88.992
14338      (1 0 2 3 1 1 1)              88.990
14339      (1 0 2 3 1 2 1)              88.991
14340      (1 0 4 2 1 1 1)              88.987
14341      (1 0 2 3 1 0 1)              88.985
14342      (1 0 0 0 0 0 0)              88.982
14343      (1 0 2 3 1 1 1)              88.981
14344      (1 0 1 5 1 1 1)              88.977
14345      (1 0 2 5 1 0 1)              88.974
14346      (1 0 2 3 1 1 1)              88.972
14347      (1 0 2 3 1 0 2)              88.972
14348      (1 0 4 2 1 2 1)              88.970
14349      (1 0 2 3 1 1 1)              88.966
14350      (1 0 2 6 0 1 0)              88.965
14351      (1 0 2 3 1 0 1)              88.964
14352      (1 0 2 3 1 0 1)              88.963
14353      (1 0 2 3 1 2 1)              88.962
14354      (1 0 4 5 1 2 0)              88.958
14355      (1 0 0 0 1 0 1)              88.958
14356      (1 0 1 3 1 0 1)              88.955
14357      (1 0 2 3 1 2 1)              88.953
14358      (1 0 2 3 2 2 1)              88.950
14359      (1 0 4 2 0 0 0)              88.946
14360      (1 0 0 0 2 2 1)              88.945
14361      (1 0 4 2 1 2 1)              88.943
14362      (1 0 2 3 1 1 1)              88.941
14363      (1 0 2 3 0 0 1)              88.937
14364      (1 0 2 2 1 0 1)              88.935
14365      (1 0 4 2 1 2 1)              88.933
14366      (1 0 1 5 1 1 1)              88.929
14367      (1 0 2 3 1 0 1)              88.926
14368      (1 0 1 1 1 0 1)              88.924
14369      (1 0 2 5 2 2 1)              88.921
14370      (1 0 3 3 2 1 2)              88.917
14371      (1 0 2 3 1 1 1)              88.915
14372      (1 0 4 4 2 1 1)              88.913
14373      (1 0 2 4 0 0 0)              88.911
14374      (1 0 2 4 0 0 0)              88.909
14375      (1 0 3 3 1 0 1)              88.907
14376      (1 0 2 6 1 1 1)              88.907
14377      (1 0 2 2 1 1 0)              88.904
14378      (1 0 4 6 1 2 1)              88.904
14379      (1 0 2 3 1 0 1)              88.902
14380      (1 0 1 6 2 2 1)              88.900
14381      (1 0 2 3 1 2 1)              88.898
14382      (1 0 2 6 1 2 1)              88.895
14383      (1 0 4 4 2 1 2)              88.891
14384      (1 0 2 3 2 1 2)              88.891
14385      (1 0 4 2 0 0 0)              88.887
14386      (1 0 1 5 1 1 1)              88.882
14387      (1 0 2 3 2 2 2)              88.881
14388      (1 0 2 3 1 0 1)              88.882
14389      (1 0 2 6 1 1 0)              88.879
14390      (1 0 2 3 2 2 2)              88.878
14391      (1 0 2 2 1 2 1)              88.876
14392      (1 0 4 4 0 2 0)              88.874
14393      (1 0 3 3 1 0 1)              88.872
14394      (1 0 1 5 1 1 1)              88.868
14395      (1 0 2 3 2 1 2)              88.868
14396      (1 0 2 5 1 0 1)              88.865
14397      (1 0 2 6 1 2 1)              88.863
14398      (1 0 0 0 1 0 1)              88.861
14399      (1 0 2 4 0 0 0)              88.859
14400      (1 0 2 2 1 2 1)              88.858
14401      (1 0 0 3 0 0 0)              88.854
14402      (1 0 3 3 2 1 2)              88.850
14403      (1 0 0 5 1 0 0)              88.849
14404      (1 0 2 6 1 1 1)              88.846
14405      (1 0 2 3 2 2 2)              88.845
14406      (1 0 4 0 1 2 1)              88.841
14407      (1 0 4 2 2 1 2)              88.840
14408      (1 0 1 5 1 1 1)              88.836
14409      (1 0 4 2 1 2 1)              88.834
14410      (1 0 2 6 1 2 1)              88.831
14411      (1 0 2 4 1 1 1)              88.828
14412      (1 0 2 3 2 0 2)              88.828
14413      (1 0 0 3 0 0 0)              88.825
14414      (1 0 4 4 0 2 0)              88.824
14415      (1 0 2 0 2 1 2)              88.820
14416      (1 0 4 6 1 1 1)              88.821
14417      (1 0 4 2 2 1 2)              88.820
14418      (1 0 2 3 2 1 2)              88.820
14419      (1 0 2 3 1 1 1)              88.818
14420      (1 0 2 3 1 0 1)              88.815
14421      (1 0 4 5 1 2 0)              88.812
14422      (1 0 2 2 1 0 1)              88.810
14423      (1 0 2 6 1 2 1)              88.808
14424      (1 0 2 3 2 1 2)              88.804
14425      (1 0 2 3 1 2 1)              88.802
14426      (1 0 4 0 1 2 1)              88.799
14427      (1 0 4 2 0 0 0)              88.795
14428      (1 0 4 2 1 2 1)              88.793
14429      (1 0 3 5 0 2 0)              88.790
14430      (1 0 2 3 1 2 1)              88.789
14431      (1 0 2 2 0 0 1)              88.787
14432      (1 0 2 6 1 2 1)              88.784
14433      (1 0 0 0 1 1 1)              88.782
14434      (1 0 2 3 1 0 1)              88.780
14435      (1 0 2 3 1 2 1)              88.778
14436      (1 0 4 2 1 2 1)              88.776
14437      (1 0 2 3 1 0 1)              88.774
14438      (1 0 1 5 1 1 1)              88.773
14439      (1 0 2 3 1 0 1)              88.772
14440      (1 0 4 3 1 2 1)              88.771
14441      (1 0 1 5 1 1 1)              88.767
14442      (1 0 0 0 1 2 1)              88.766
14443      (1 0 2 0 2 1 2)              88.763
14444      (1 0 2 3 1 0 1)              88.762
14445      (1 0 2 3 1 2 1)              88.761
14446      (1 0 1 5 1 1 1)              88.756
14447      (1 0 3 3 2 1 2)              88.752
14448      (1 0 4 2 1 2 1)              88.750
14449      (1 0 0 0 0 0 0)              88.747
14450      (1 0 2 3 1 0 2)              88.744
14451      (1 0 0 0 0 2 0)              88.741
14452      (1 0 2 3 1 1 1)              88.740
14453      (1 0 2 3 1 0 1)              88.738
14454      (1 0 0 0 0 0 0)              88.734
14455      (1 0 2 3 1 1 1)              88.732
14456      (1 0 4 2 1 2 1)              88.729
14457      (1 0 4 3 1 0 1)              88.726
14458      (1 0 2 6 1 1 0)              88.724
14459      (1 0 4 4 2 1 1)              88.723
14460      (1 0 2 3 1 1 1)              88.721
14461      (1 0 4 3 1 1 1)              88.718
14462      (1 0 2 3 1 2 1)              88.718
14463      (1 0 2 3 1 2 1)              88.716
14464      (1 0 3 2 2 2 1)              88.714
14465      (1 0 2 3 1 0 1)              88.712
14466      (1 0 2 3 1 2 1)              88.711
14467      (1 0 2 6 1 2 1)              88.708
14468      (1 0 0 0 1 0 1)              88.707
14469      (1 0 1 5 1 1 1)              88.706
14470      (1 0 3 3 2 1 2)              88.702
14471      (1 0 2 6 1 2 1)              88.700
14472      (1 0 2 3 2 2 2)              88.698
14473      (1 0 2 3 1 2 1)              88.697
14474      (1 0 4 2 1 1 1)              88.697
14475      (1 0 2 2 0 0 0)              88.695
14476      (1 0 2 3 1 1 1)              88.694
14477      (1 0 2 3 1 0 1)              88.691
14478      (1 0 2 4 0 0 1)              88.688
14479      (1 0 2 3 1 1 1)              88.687
14480      (1 0 2 3 1 0 1)              88.686
14481      (1 0 3 2 1 2 0)              88.683
14482      (1 0 2 3 1 1 1)              88.681
14483      (1 0 0 3 0 0 0)              88.677
14484      (1 0 2 3 1 0 1)              88.675
14485      (1 0 0 0 1 1 1)              88.673
14486      (1 0 0 3 0 0 0)              88.670
14487      (1 0 2 3 1 2 1)              88.669
14488      (1 0 2 2 1 0 1)              88.666
14489      (1 0 4 6 1 2 1)              88.666
14490      (1 0 2 3 2 2 1)              88.664
14491      (1 0 4 2 2 1 2)              88.663
14492      (1 0 2 3 1 2 1)              88.664
14493      (1 0 2 3 1 1 1)              88.662
14494      (1 0 1 5 1 1 1)              88.660
14495      (1 0 2 3 1 0 1)              88.661
14496      (1 0 2 3 1 0 1)              88.659
14497      (1 0 2 3 1 1 1)              88.658
14498      (1 0 4 4 2 1 1)              88.657
14499      (1 0 2 3 2 1 2)              88.652
14500      (1 0 4 4 0 2 0)              88.650
14501      (1 0 2 3 1 0 1)              88.648
14502      (1 0 4 2 1 2 1)              88.646
14503      (1 0 2 5 1 0 1)              88.644
14504      (1 0 2 3 2 2 2)              88.642
14505      (1 0 2 3 2 2 2)              88.641
14506      (1 0 0 0 0 0 0)              88.637
14507      (1 0 2 3 1 1 1)              88.634
14508      (1 0 4 0 1 2 1)              88.631
14509      (1 0 2 4 1 1 1)              88.628
14510      (1 0 1 2 0 0 0)              88.625
14511      (1 0 2 6 1 2 1)              88.623
14512      (1 0 2 3 1 2 1)              88.624
14513      (1 0 2 2 1 0 1)              88.622
14514      (1 0 4 3 1 0 1)              88.619
14515      (1 0 2 3 2 2 2)              88.618
14516      (1 0 2 3 1 2 1)              88.616
14517      (1 0 2 3 1 2 1)              88.615
14518      (1 0 2 3 0 0 0)              88.616
14519      (1 0 2 2 1 0 1)              88.615
14520      (1 0 2 4 0 0 0)              88.613
14521      (1 0 2 4 1 1 1)              88.609
14522      (1 0 2 3 1 0 1)              88.608
14523      (1 0 4 4 0 2 0)              88.606
14524      (1 0 2 3 1 2 1)              88.605
14525      (1 0 2 6 1 2 1)              88.602
14526      (1 0 3 2 2 2 1)              88.600
14527      (1 0 4 3 1 1 1)              88.596
14528      (1 0 1 5 1 2 1)              88.593
14529      (1 0 2 3 1 1 1)              88.590
14530      (1 0 2 3 1 0 1)              88.588
14531      (1 0 0 0 0 0 0)              88.584
14532      (1 0 3 2 1 2 1)              88.582
14533      (1 0 2 3 1 1 1)              88.580
14534      (1 0 2 6 1 1 1)              88.579
14535      (1 0 2 3 1 0 1)              88.577
14536      (1 0 2 3 1 1 1)              88.575
14537      (1 0 2 3 1 2 1)              88.574
14538      (1 0 1 5 1 2 1)              88.570
14539      (1 0 2 3 1 2 1)              88.568
14540      (1 0 4 2 1 2 1)              88.566
14541      (1 0 2 6 1 0 1)              88.566
14542      (1 0 2 3 1 0 1)              88.565
14543      (1 0 4 4 2 1 1)              88.564
14544      (1 0 2 3 1 1 1)              88.562
14545      (1 0 2 6 1 2 1)              88.559
14546      (1 0 2 3 2 2 2)              88.558
14547      (1 0 0 0 1 0 1)              88.557
14548      (1 0 2 3 1 2 0)              88.555
14549      (1 0 2 3 1 2 1)              88.554
14550      (1 0 1 5 1 1 1)              88.551
14551      (1 0 4 6 1 2 1)              88.549
14552      (1 0 2 3 1 0 1)              88.547
14553      (1 0 2 3 0 0 0)              88.546
14554      (1 0 2 3 1 1 1)              88.544
14555      (1 0 1 5 1 1 1)              88.540
14556      (1 0 2 3 1 0 1)              88.538
14557      (1 0 2 3 2 1 2)              88.537
14558      (1 0 2 3 2 1 2)              88.537
14559      (1 0 2 3 1 0 1)              88.535
14560      (1 0 2 3 1 1 1)              88.533
14561      (1 0 1 5 1 1 1)              88.529
14562      (1 0 2 3 0 0 0)              88.528
14563      (1 0 1 5 1 1 1)              88.523
14564      (1 0 3 1 1 1 1)              88.521
14565      (1 0 4 2 1 2 1)              88.519
14566      (1 0 2 3 1 0 1)              88.518
14567      (1 0 2 6 1 2 1)              88.516
14568      (1 0 3 2 0 0 1)              88.514
14569      (1 0 0 0 1 1 1)              88.512
14570      (1 0 0 0 1 2 1)              88.511
14571      (1 0 0 3 0 0 0)              88.510
14572      (1 0 0 5 1 0 0)              88.509
14573      (1 0 2 3 1 0 1)              88.507
14574      (1 0 0 0 2 2 1)              88.506
14575      (1 0 1 5 1 1 1)              88.504
14576      (1 0 1 5 1 1 1)              88.500
14577      (1 0 2 3 1 0 1)              88.499
14578      (1 0 4 2 0 0 0)              88.495
14579      (1 0 4 3 1 1 1)              88.492
14580      (1 0 4 4 0 2 0)              88.490
14581      (1 0 0 0 0 0 0)              88.487
14582      (1 0 2 6 1 2 1)              88.484
14583      (1 0 1 5 1 2 1)              88.482
14584      (1 0 4 0 1 0 1)              88.481
14585      (1 0 4 4 2 1 1)              88.480
14586      (1 0 4 6 0 1 0)              88.477
14587      (1 0 2 3 1 0 1)              88.476
14588      (1 0 0 3 1 1 1)              88.474
14589      (0 1 4 6 2 1 1)              88.470
14590      (1 0 4 2 2 1 2)              88.469
14591      (1 0 2 3 1 0 1)              88.468
14592      (1 0 1 5 1 1 1)              88.467
14593      (1 0 2 6 1 2 1)              88.465
14594      (1 0 2 3 2 2 2)              88.464
14595      (1 0 2 3 1 2 1)              88.462
14596      (1 0 0 0 1 0 1)              88.462
14597      (0 0 1 4 2 2 1)              88.459
14598      (1 0 0 3 1 1 1)              88.458
14599      (1 0 3 2 1 2 1)              88.456
14600      (1 0 2 5 1 0 1)              88.454
14601      (1 0 0 0 1 1 1)              88.451
14602      (1 0 1 3 1 0 1)              88.449
14603      (1 0 0 5 0 2 0)              88.447
14604      (1 0 4 3 1 1 1)              88.444
14605      (1 0 4 2 1 2 1)              88.442
14606      (1 0 2 3 1 2 1)              88.441
14607      (1 0 2 3 1 1 0)              88.438
14608      (1 0 4 6 1 2 1)              88.437
14609      (1 0 2 3 1 0 1)              88.435
14610      (1 0 0 0 1 0 1)              88.434
14611      (1 0 1 5 1 1 1)              88.430
14612      (1 0 4 3 1 1 1)              88.427
14613      (1 0 4 4 0 2 0)              88.425
14614      (1 0 2 3 1 0 1)              88.423
14615      (1 0 2 6 1 1 1)              88.422
14616      (1 0 2 3 1 2 1)              88.421
14617      (1 0 2 3 1 0 1)              88.420
14618      (1 0 2 3 1 2 1)              88.419
14619      (1 0 4 6 1 2 1)              88.418
14620      (1 0 2 3 1 2 1)              88.417
14621      (1 0 3 1 1 1 1)              88.414
14622      (1 0 1 5 1 1 1)              88.410
14623      (1 0 2 3 1 2 1)              88.409
14624      (1 0 3 2 1 1 1)              88.406
14625      (1 0 0 5 1 0 0)              88.405
14626      (1 0 2 3 1 0 1)              88.403
14627      (1 0 2 3 1 1 1)              88.402
14628      (1 0 2 4 1 1 1)              88.398
14629      (1 0 2 3 1 1 1)              88.397
14630      (1 0 4 2 2 1 2)              88.396
14631      (1 0 1 6 2 2 1)              88.394
14632      (1 0 2 3 2 1 2)              88.393
14633      (1 0 1 5 1 1 1)              88.389
14634      (1 0 1 5 1 1 1)              88.385
14635      (1 0 0 0 1 2 1)              88.383
14636      (1 0 2 3 1 0 1)              88.381
14637      (1 0 4 5 1 2 0)              88.378
14638      (1 0 1 5 1 2 1)              88.376
14639      (1 0 2 3 1 0 1)              88.375
14640      (1 0 2 3 1 1 1)              88.374
14641      (1 0 2 3 1 2 1)              88.373
14642      (1 0 3 2 1 1 1)              88.369
14643      (1 0 2 3 0 0 0)              88.368
14644      (1 0 2 6 1 1 1)              88.365
14645      (1 0 3 3 1 1 1)              88.363
14646      (1 0 0 0 1 2 0)              88.362
14647      (1 0 2 3 1 0 1)              88.360
14648      (1 0 1 5 1 1 1)              88.359
14649      (1 0 0 0 1 1 1)              88.356
14650      (1 0 4 2 1 2 1)              88.354
14651      (1 0 4 0 2 2 1)              88.350
14652      (1 0 2 3 1 2 1)              88.349
14653      (1 0 3 2 0 0 1)              88.346
14654      (1 0 2 3 1 0 1)              88.345
14655      (1 0 2 3 1 0 1)              88.343
14656      (1 0 3 2 2 2 1)              88.341
14657      (1 0 4 2 1 2 1)              88.338
14658      (1 0 2 2 1 0 1)              88.336
14659      (1 0 4 4 2 1 2)              88.332
14660      (1 0 2 3 2 2 1)              88.330
14661      (1 0 2 3 1 2 1)              88.329
14662      (1 0 1 3 1 1 1)              88.326
14663      (1 0 2 3 1 0 1)              88.324
14664      (1 0 1 2 1 2 1)              88.322
14665      (1 0 2 3 1 1 1)              88.319
14666      (1 0 2 3 1 2 1)              88.318
14667      (1 0 2 3 2 1 2)              88.318
14668      (1 0 2 3 2 1 2)              88.314
14669      (1 0 2 3 1 0 1)              88.312
14670      (1 0 2 3 0 2 0)              88.309
14671      (1 0 2 3 1 1 1)              88.307
14672      (1 0 3 3 1 1 1)              88.305
14673      (1 0 0 0 1 2 0)              88.303
14674      (1 0 4 6 1 2 1)              88.303
14675      (1 0 2 6 1 1 0)              88.300
14676      (1 0 2 6 1 2 1)              88.298
14677      (1 0 4 2 1 1 1)              88.298
14678      (1 0 4 2 0 0 0)              88.294
14679      (1 0 2 3 1 2 1)              88.293
14680      (1 1 0 6 0 2 0)              88.289
14681      (1 0 2 5 1 2 1)              88.289
14682      (1 0 1 5 1 1 1)              88.285
14683      (1 0 2 3 0 2 0)              88.282
14684      (1 0 0 0 1 0 1)              88.281
14685      (1 0 0 5 1 2 1)              88.277
14686      (1 0 1 5 1 1 1)              88.273
14687      (1 0 2 6 1 2 1)              88.272
14688      (1 0 4 2 1 2 1)              88.270
14689      (1 0 4 4 0 2 0)              88.267
14690      (1 0 2 6 1 2 1)              88.265
14691      (1 0 2 6 1 2 1)              88.263
14692      (1 0 1 3 1 0 1)              88.261
14693      (1 0 4 6 1 1 1)              88.262
14694      (1 0 2 4 1 1 1)              88.259
14695      (1 0 4 6 1 2 1)              88.259
14696      (1 0 2 3 1 1 1)              88.256
14697      (1 0 2 3 1 0 1)              88.254
14698      (1 0 2 6 1 2 1)              88.252
14699      (1 0 2 3 1 0 1)              88.249
14700      (1 0 2 3 2 1 2)              88.245
14701      (1 0 1 5 1 1 1)              88.241
14702      (1 0 1 5 1 1 1)              88.237
14703      (1 0 0 3 1 1 1)              88.236
14704      (1 0 2 3 1 2 0)              88.234
14705      (1 0 1 5 1 1 1)              88.232
14706      (1 0 2 6 1 2 1)              88.230
14707      (1 0 2 3 1 0 2)              88.228
14708      (1 0 2 2 1 0 1)              88.226
14709      (1 0 2 3 1 0 1)              88.224
14710      (1 0 3 2 1 2 1)              88.222
14711      (1 0 2 6 1 2 1)              88.220
14712      (1 0 1 2 2 2 1)              88.218
14713      (1 0 2 5 1 2 1)              88.217
14714      (1 0 2 3 1 2 1)              88.215
14715      (1 0 2 5 1 2 1)              88.215
14716      (1 0 2 3 1 1 1)              88.213
14717      (1 0 2 3 2 0 2)              88.213
14718      (1 0 4 4 0 2 0)              88.212
14719      (1 0 4 2 0 0 0)              88.208
14720      (1 0 2 3 2 1 2)              88.204
14721      (1 0 2 3 0 0 1)              88.201
14722      (1 0 2 3 1 2 1)              88.198
14723      (1 0 0 5 1 1 1)              88.197
14724      (1 0 2 3 1 0 1)              88.195
14725      (1 0 0 0 1 0 1)              88.194
14726      (1 0 2 6 0 0 1)              88.191
14727      (1 0 2 3 2 1 2)              88.191
14728      (1 0 2 3 1 1 1)              88.189
14729      (1 0 1 1 1 2 1)              88.188
14730      (1 0 4 3 1 0 1)              88.184
14731      (1 0 0 0 1 2 0)              88.183
14732      (1 0 2 3 1 2 1)              88.182
14733      (1 0 2 2 1 0 1)              88.180
14734      (1 0 4 2 0 0 0)              88.176
14735      (1 0 2 6 1 1 1)              88.174
14736      (1 0 2 6 1 2 1)              88.173
14737      (1 0 2 3 2 1 2)              88.172
14738      (1 0 2 2 1 2 1)              88.171
14739      (1 0 0 3 1 0 2)              88.169
14740      (1 0 2 3 2 1 2)              88.169
14741      (1 0 4 2 1 1 1)              88.169
14742      (1 0 2 2 1 0 1)              88.167
14743      (1 0 3 1 1 1 1)              88.165
14744      (1 0 2 5 1 1 1)              88.164
14745      (1 0 2 3 0 0 0)              88.160
14746      (1 0 0 0 2 2 1)              88.158
14747      (1 0 2 3 1 2 1)              88.156
14748      (1 0 1 5 1 2 1)              88.154
14749      (1 0 1 3 1 0 1)              88.152
14750      (1 0 2 3 1 2 1)              88.149
14751      (1 0 0 0 2 2 1)              88.148
14752      (1 0 2 2 1 2 1)              88.147
14753      (1 0 1 5 1 1 1)              88.146
14754      (1 0 1 5 1 2 1)              88.142
14755      (1 0 2 3 2 1 2)              88.141
14756      (1 0 1 5 1 1 1)              88.136
14757      (1 0 2 3 1 2 1)              88.135
14758      (1 0 2 3 2 2 2)              88.134
14759      (1 0 1 0 1 0 1)              88.133
14760      (1 0 4 2 2 1 2)              88.132
14761      (1 0 2 3 2 1 2)              88.132
14762      (1 0 2 3 0 0 0)              88.131
14763      (1 0 2 3 0 1 0)              88.127
14764      (1 0 2 3 1 0 1)              88.124
14765      (1 0 4 0 2 2 1)              88.120
14766      (1 0 2 3 2 1 2)              88.119
14767      (1 0 2 3 1 0 1)              88.118
14768      (1 0 0 0 1 2 1)              88.117
14769      (1 0 1 5 1 1 1)              88.116
14770      (1 0 2 3 2 1 2)              88.116
14771      (1 0 1 2 0 0 0)              88.114
14772      (1 0 2 6 1 2 1)              88.112
14773      (1 0 2 3 1 2 1)              88.110
14774      (1 0 4 4 0 2 0)              88.109
14775      (1 0 1 1 1 2 1)              88.108
14776      (1 0 2 3 1 0 1)              88.107
14777      (1 0 4 4 0 2 0)              88.105
14778      (1 0 2 3 2 1 2)              88.104
14779      (1 0 2 4 0 0 0)              88.102
14780      (1 0 2 6 1 2 1)              88.100
14781      (1 0 1 5 1 1 1)              88.096
14782      (1 0 1 5 1 1 1)              88.092
14783      (1 0 4 3 1 1 1)              88.090
14784      (1 0 2 4 1 1 1)              88.087
14785      (1 0 2 5 1 2 1)              88.087
14786      (1 0 2 3 2 1 2)              88.083
14787      (1 0 2 3 1 1 1)              88.082
14788      (1 0 4 4 2 1 1)              88.081
14789      (1 0 3 2 1 2 1)              88.079
14790      (1 0 2 3 1 0 1)              88.077
14791      (1 0 1 5 1 1 1)              88.073
14792      (1 0 2 3 1 2 1)              88.072
14793      (1 0 2 0 2 1 2)              88.068
14794      (1 0 2 3 1 2 1)              88.067
14795      (1 0 2 6 1 2 1)              88.065
14796      (1 0 2 3 1 0 1)              88.064
14797      (1 0 2 3 1 2 1)              88.063
14798      (1 0 2 3 1 2 1)              88.064
14799      (1 0 1 5 1 1 1)              88.060
14800      (1 0 2 3 1 2 1)              88.059
14801      (1 0 0 0 1 2 1)              88.058
14802      (1 0 2 3 1 2 1)              88.056
14803      (0 1 4 6 0 2 0)              88.053
14804      (1 0 2 3 1 2 1)              88.052
14805      (1 0 2 3 1 1 1)              88.050
14806      (1 0 2 2 1 2 0)              88.049
14807      (1 0 2 3 0 2 0)              88.046
14808      (1 0 2 6 1 2 1)              88.045
14809      (1 0 3 3 2 1 2)              88.041
14810      (1 0 0 0 2 2 2)              88.038
14811      (1 0 0 0 0 0 0)              88.034
14812      (1 0 2 3 2 0 2)              88.034
14813      (1 0 2 3 1 2 1)              88.032
14814      (1 0 1 5 1 1 1)              88.028
14815      (1 0 2 3 1 2 1)              88.027
14816      (1 0 0 3 0 0 0)              88.024
14817      (1 0 2 3 1 0 1)              88.022
14818      (1 0 0 5 1 0 0)              88.021
14819      (1 0 2 4 1 0 1)              88.019
14820      (1 0 4 0 1 2 1)              88.016
14821      (1 0 2 3 1 1 1)              88.014
14822      (1 0 0 0 0 0 0)              88.010
14823      (1 0 2 2 0 0 1)              88.008
14824      (1 0 0 0 1 2 0)              88.007
14825      (1 0 4 2 1 2 1)              88.004
14826      (1 0 0 3 1 1 1)              88.003
14827      (1 0 1 5 1 1 1)              87.999
14828      (1 0 1 0 0 0 0)              87.996
14829      (1 0 0 3 0 0 0)              87.993
14830      (1 0 1 5 1 1 1)              87.992
14831      (1 0 2 3 1 2 1)              87.991
14832      (1 0 4 2 2 1 2)              87.990
14833      (1 0 4 4 0 2 0)              87.988
14834      (1 0 1 5 1 1 1)              87.987
14835      (1 0 2 3 1 0 1)              87.984
14836      (1 0 2 2 2 2 1)              87.982
14837      (1 0 2 6 1 2 1)              87.979
14838      (1 0 2 3 0 2 0)              87.976
14839      (1 0 2 3 1 1 1)              87.974
14840      (1 0 1 5 1 1 1)              87.970
14841      (1 0 0 0 1 2 1)              87.969
14842      (1 0 1 5 1 1 1)              87.965
14843      (1 0 2 6 1 2 1)              87.963
14844      (1 0 4 2 1 2 1)              87.961
14845      (1 0 2 3 2 2 2)              87.960
14846      (1 0 2 6 1 2 0)              87.959
14847      (1 0 2 3 2 1 2)              87.955
14848      (1 0 2 6 1 2 1)              87.954
14849      (1 0 1 5 1 2 1)              87.952
14850      (1 0 2 3 2 1 2)              87.950
14851      (1 0 4 2 2 1 2)              87.949
14852      (1 0 2 3 0 2 0)              87.946
14853      (1 0 4 2 1 2 1)              87.944
14854      (1 0 2 3 1 2 1)              87.944
14855      (1 0 2 6 1 2 1)              87.943
14856      (1 0 2 4 0 0 0)              87.941
14857      (1 0 3 5 0 2 0)              87.938
14858      (1 0 4 2 1 2 1)              87.936
14859      (1 0 4 2 1 2 1)              87.934
14860      (1 0 2 3 1 2 1)              87.934
14861      (1 0 4 2 1 2 1)              87.933
14862      (1 0 4 3 1 1 1)              87.930
14863      (1 0 1 5 1 2 1)              87.928
14864      (1 0 1 5 1 1 1)              87.924
14865      (1 0 0 3 1 1 1)              87.923
14866      (1 0 4 2 1 1 1)              87.923
14867      (1 0 4 3 1 2 1)              87.923
14868      (1 0 3 0 0 0 0)              87.920
14869      (1 0 2 6 1 2 1)              87.918
14870      (1 0 4 2 1 1 1)              87.918
14871      (1 0 2 3 1 2 1)              87.917
14872      (1 0 4 0 1 2 1)              87.913
14873      (1 0 2 0 2 1 2)              87.910
14874      (1 0 0 0 0 2 0)              87.907
14875      (1 0 1 5 1 1 1)              87.903
14876      (1 0 2 3 1 2 1)              87.902
14877      (1 0 2 3 2 2 1)              87.900
14878      (1 0 2 3 0 0 0)              87.896
14879      (1 0 2 3 1 0 1)              87.894
14880      (1 0 2 3 1 1 1)              87.892
14881      (1 0 2 6 1 1 0)              87.890
14882      (1 0 3 3 1 1 1)              87.888
14883      (1 0 2 3 1 2 1)              87.889
14884      (1 0 2 3 1 2 1)              87.888
14885      (0 1 4 6 1 0 1)              87.883
14886      (1 0 2 3 1 1 1)              87.881
14887      (1 0 2 3 2 1 2)              87.881
14888      (1 0 0 0 1 2 1)              87.879
14889      (1 0 2 3 1 1 1)              87.877
