No         Predictions            Accuracy [%]
16227      (1 0 2 3 1 0 1)              85.388
16228      (1 0 1 5 1 2 1)              85.385
16229      (1 0 1 5 1 2 1)              85.382
16230      (1 0 1 5 1 1 1)              85.379
16231      (1 0 2 3 1 2 1)              85.380
16232      (1 0 2 3 1 2 1)              85.379
16233      (1 0 0 5 1 1 1)              85.378
16234      (1 0 2 3 2 0 2)              85.378
16235      (1 0 2 3 1 2 1)              85.379
16236      (1 0 1 5 1 2 1)              85.376
16237      (1 0 2 3 1 1 1)              85.375
16238      (1 0 1 5 1 1 1)              85.374
16239      (1 0 2 6 1 1 1)              85.373
16240      (1 0 2 3 1 0 1)              85.371
16241      (1 0 2 5 1 0 1)              85.369
16242      (1 0 2 3 2 0 2)              85.369
16243      (1 0 2 6 1 2 1)              85.368
16244      (1 0 1 5 0 2 0)              85.364
16245      (1 0 2 3 0 1 0)              85.361
16246      (1 0 4 2 1 2 1)              85.359
16247      (1 0 1 5 1 1 1)              85.355
16248      (1 0 2 3 1 0 1)              85.354
16249      (1 0 2 3 1 1 1)              85.353
16250      (1 0 2 5 2 1 1)              85.351
16251      (1 0 4 0 0 0 0)              85.349
16252      (1 0 4 6 1 2 1)              85.349
16253      (1 0 1 5 1 1 1)              85.346
16254      (1 0 2 3 2 2 1)              85.344
16255      (1 0 2 3 1 1 1)              85.342
16256      (1 0 4 2 1 2 1)              85.341
16257      (1 0 2 3 1 2 1)              85.339
16258      (1 0 4 4 0 2 0)              85.338
16259      (1 0 1 5 1 1 1)              85.335
16260      (1 0 0 3 1 1 1)              85.334
16261      (1 0 2 5 1 2 1)              85.334
16262      (1 0 2 6 1 1 1)              85.334
16263      (1 0 4 2 1 2 1)              85.332
16264      (1 0 0 0 2 2 2)              85.329
16265      (1 0 1 5 1 1 1)              85.326
16266      (1 0 4 0 2 2 1)              85.322
16267      (1 0 2 3 1 0 1)              85.321
16268      (0 0 3 6 0 0 0)              85.317
16269      (1 0 4 3 1 1 1)              85.315
16270      (1 0 2 3 2 1 2)              85.311
16271      (1 0 0 0 1 2 1)              85.310
16272      (1 0 2 3 1 0 2)              85.308
16273      (1 0 0 0 1 0 1)              85.306
16274      (1 0 0 0 1 2 1)              85.305
16275      (1 0 0 0 0 0 0)              85.302
16276      (1 0 4 4 2 1 1)              85.301
16277      (1 0 0 3 0 0 0)              85.298
16278      (1 0 2 6 1 1 1)              85.298
16279      (1 0 2 3 1 0 1)              85.296
16280      (1 0 2 6 1 2 1)              85.294
16281      (1 0 4 2 1 2 1)              85.292
16282      (1 0 1 5 1 1 1)              85.291
16283      (1 0 2 3 1 2 1)              85.292
16284      (1 0 0 0 0 0 0)              85.292
16285      (1 0 4 2 2 2 1)              85.291
16286      (1 0 2 3 1 1 1)              85.290
16287      (1 0 0 3 0 0 0)              85.289
16288      (1 0 3 2 2 2 1)              85.287
16289      (1 0 2 3 1 1 1)              85.285
16290      (1 0 2 3 1 2 1)              85.283
16291      (1 0 4 2 1 2 1)              85.282
16292      (1 0 2 3 1 0 1)              85.280
16293      (1 0 2 2 1 2 0)              85.279
16294      (1 0 4 2 2 1 2)              85.278
16295      (1 0 2 3 0 2 0)              85.276
16296      (1 0 4 3 1 0 1)              85.273
16297      (1 0 4 2 2 1 2)              85.272
16298      (1 0 1 5 1 1 1)              85.269
16299      (1 0 2 3 1 2 0)              85.267
16300      (1 0 0 3 0 0 0)              85.266
16301      (1 0 2 3 1 2 1)              85.265
16302      (1 0 4 0 1 1 0)              85.264
16303      (1 0 2 3 1 2 1)              85.261
16304      (1 0 2 3 2 1 2)              85.261
16305      (1 1 0 6 0 2 0)              85.258
16306      (1 0 2 6 1 2 1)              85.257
16307      (1 0 4 2 1 2 1)              85.255
16308      (1 0 1 3 1 1 1)              85.252
16309      (1 0 1 5 1 1 1)              85.249
16310      (1 0 2 3 2 2 1)              85.247
16311      (1 0 2 3 1 2 1)              85.245
16312      (1 0 3 3 1 1 1)              85.244
16313      (1 0 2 6 1 2 1)              85.241
16314      (1 0 3 2 2 2 1)              85.239
16315      (1 0 4 6 1 2 0)              85.237
16316      (1 0 1 5 1 1 1)              85.233
16317      (1 0 2 3 2 1 1)              85.232
16318      (1 0 4 2 2 1 2)              85.232
16319      (1 0 2 6 1 1 0)              85.230
16320      (1 0 2 3 1 1 0)              85.227
16321      (1 0 2 3 1 1 1)              85.226
16322      (1 0 2 5 1 1 1)              85.226
16323      (1 0 1 5 1 1 1)              85.222
16324      (1 0 2 3 1 0 1)              85.220
16325      (1 0 4 6 1 2 1)              85.219
16326      (1 0 1 5 1 1 1)              85.217
16327      (1 0 2 6 1 1 1)              85.215
16328      (1 0 0 0 1 2 0)              85.214
16329      (1 0 0 0 2 2 2)              85.212
16330      (1 0 3 1 1 1 1)              85.210
16331      (1 0 3 6 2 2 2)              85.207
16332      (1 0 2 3 2 2 2)              85.207
16333      (1 0 2 3 0 0 0)              85.203
16334      (1 0 2 6 1 2 1)              85.201
16335      (1 0 2 3 1 2 1)              85.200
16336      (1 0 2 3 2 1 2)              85.197
16337      (1 0 0 0 1 2 0)              85.196
16338      (1 0 2 4 0 0 0)              85.194
16339      (1 0 0 1 1 1 1)              85.193
16340      (1 0 4 5 1 2 0)              85.190
16341      (1 0 2 3 2 2 2)              85.189
16342      (1 0 2 3 2 0 2)              85.189
16343      (1 0 2 6 1 2 1)              85.188
16344      (1 0 2 3 1 2 1)              85.187
16345      (1 0 2 6 1 2 1)              85.184
16346      (1 0 2 3 1 1 1)              85.182
16347      (1 0 2 3 0 2 0)              85.180
16348      (1 0 2 3 1 0 1)              85.178
16349      (1 0 2 6 1 2 1)              85.176
16350      (1 0 2 6 1 2 1)              85.175
16351      (1 0 2 3 1 2 1)              85.174
16352      (1 0 4 3 1 0 1)              85.171
16353      (1 0 2 3 1 2 1)              85.170
16354      (1 0 2 3 1 0 1)              85.169
16355      (1 0 2 0 2 1 2)              85.166
16356      (1 0 4 6 1 1 1)              85.167
16357      (1 0 2 3 2 1 2)              85.164
16358      (1 0 3 2 0 0 1)              85.162
16359      (1 0 1 3 1 1 1)              85.159
16360      (1 0 1 5 1 1 1)              85.156
16361      (1 0 0 0 0 0 0)              85.152
16362      (1 0 2 3 1 1 1)              85.150
16363      (1 0 3 1 1 1 1)              85.148
16364      (1 0 4 2 2 1 2)              85.147
16365      (1 0 4 1 0 2 1)              85.145
16366      (1 0 2 3 1 2 1)              85.145
16367      (1 0 2 3 1 2 1)              85.144
16368      (1 0 2 3 1 2 1)              85.143
16369      (1 0 2 3 1 0 1)              85.141
16370      (1 0 4 0 2 2 1)              85.138
16371      (1 0 2 3 2 0 2)              85.138
16372      (1 0 2 3 1 2 1)              85.137
16373      (1 0 1 5 1 2 1)              85.134
16374      (1 0 2 3 1 1 1)              85.132
16375      (1 0 4 6 1 2 1)              85.131
16376      (1 0 3 2 2 2 1)              85.129
16378      (1 0 2 3 0 0 0)              85.126
16379      (1 0 4 4 2 1 1)              85.125
16380      (1 0 0 0 0 0 0)              85.121
16381      (1 0 3 3 2 1 2)              85.118
16382      (1 0 2 3 1 0 1)              85.117
16383      (1 0 2 4 0 0 0)              85.115
16384      (1 0 2 3 1 1 1)              85.114
16385      (1 0 2 3 2 1 2)              85.113
16386      (1 0 4 4 2 1 2)              85.109
16387      (1 0 1 5 1 2 1)              85.107
16388      (1 0 0 0 1 2 1)              85.106
16389      (1 0 2 3 1 0 1)              85.105
16390      (1 0 2 3 1 0 1)              85.103
16391      (1 0 2 3 1 2 1)              85.102
16392      (1 0 0 0 1 1 1)              85.100
16393      (1 0 2 3 0 2 0)              85.097
16394      (1 0 2 3 2 2 2)              85.097
16395      (1 0 2 5 1 0 1)              85.095
16396      (1 0 4 3 1 2 1)              85.092
16397      (1 0 2 3 1 2 1)              85.091
16398      (1 0 3 0 2 2 1)              85.088
16399      (1 0 1 0 1 0 1)              85.087
16400      (1 0 2 6 1 2 1)              85.085
16401      (1 0 1 6 2 2 1)              85.084
16402      (1 0 1 3 1 0 1)              85.082
16403      (1 0 2 3 2 1 2)              85.082
16404      (1 0 2 6 1 2 1)              85.080
16405      (1 0 1 5 1 1 1)              85.077
16406      (1 0 1 3 1 0 1)              85.075
16407      (1 0 2 3 2 2 1)              85.074
16408      (1 0 2 3 1 2 1)              85.073
16409      (1 0 3 1 1 1 1)              85.071
16410      (1 0 0 3 1 1 1)              85.070
16411      (1 0 2 3 1 1 1)              85.068
16412      (1 0 0 0 0 0 0)              85.064
16413      (1 0 2 0 2 1 2)              85.062
16414      (1 0 2 3 0 0 0)              85.061
16415      (1 0 1 5 1 1 1)              85.057
16416      (1 0 4 4 2 1 1)              85.056
16417      (1 0 4 3 1 0 1)              85.054
16418      (1 0 0 3 1 1 1)              85.053
16419      (1 0 1 5 1 2 1)              85.051
16420      (1 0 2 3 1 0 1)              85.050
16421      (1 0 0 5 1 0 0)              85.049
16422      (1 0 2 4 0 0 0)              85.047
16423      (1 0 2 3 1 0 1)              85.045
16424      (1 0 2 3 1 0 1)              85.044
16425      (1 0 2 3 1 0 1)              85.042
16426      (1 0 4 4 2 1 1)              85.041
16427      (1 0 1 2 0 0 0)              85.038
16428      (1 0 1 5 1 2 1)              85.034
16429      (1 0 1 5 1 1 1)              85.031
16430      (1 0 2 3 1 2 1)              85.030
16431      (1 0 3 1 1 1 1)              85.028
16432      (1 0 2 3 1 0 2)              85.027
16433      (1 0 2 3 1 0 1)              85.025
16434      (1 0 2 0 2 1 2)              85.022
16435      (1 0 4 2 2 2 1)              85.021
16436      (1 0 2 3 1 2 1)              85.021
16437      (1 0 2 3 1 2 1)              85.020
16438      (1 0 2 3 0 2 0)              85.017
16439      (1 0 4 3 1 2 0)              85.017
16440      (1 0 2 6 1 2 1)              85.016
16441      (1 0 0 0 1 2 0)              85.015
16442      (1 0 0 5 1 1 1)              85.014
16443      (1 0 2 3 1 2 1)              85.014
16444      (1 0 4 2 2 1 2)              85.013
16445      (1 0 2 6 1 2 1)              85.011
16446      (1 0 2 3 1 2 1)              85.011
16447      (1 0 0 0 0 0 0)              85.007
16448      (1 0 2 3 1 1 1)              85.006
16449      (1 0 2 3 1 0 1)              85.005
16450      (1 0 0 5 1 0 0)              85.004
16451      (1 0 2 3 1 0 1)              85.003
16452      (1 0 0 0 2 2 1)              85.002
16453      (1 0 1 5 1 1 1)              84.999
16454      (1 0 3 3 1 1 1)              84.997
16455      (1 0 3 2 2 2 1)              84.995
16456      (1 0 2 3 2 1 2)              84.994
16457      (1 0 1 3 0 1 0)              84.991
16458      (1 0 2 3 1 2 1)              84.990
16459      (1 0 0 0 0 0 0)              84.988
16460      (1 0 2 3 1 2 1)              84.987
16461      (1 0 1 3 0 1 0)              84.983
16462      (1 0 0 0 1 0 1)              84.983
16463      (1 0 4 4 0 2 0)              84.982
16464      (1 0 3 3 1 1 1)              84.980
16465      (1 0 2 3 2 1 2)              84.977
16466      (1 0 2 6 1 2 1)              84.975
16467      (1 0 2 3 1 0 1)              84.973
16468      (1 0 2 3 1 1 1)              84.972
16469      (1 0 2 6 1 2 1)              84.970
16470      (1 0 1 5 1 1 1)              84.966
16471      (1 0 3 1 1 1 1)              84.965
16472      (1 0 2 3 1 0 1)              84.963
16473      (1 0 2 3 1 0 1)              84.961
16474      (1 0 2 6 1 2 1)              84.960
16475      (1 0 0 0 0 2 0)              84.958
16476      (1 0 2 3 1 1 1)              84.956
16477      (1 0 1 5 1 2 1)              84.954
16478      (1 0 2 3 1 0 1)              84.953
16479      (1 0 2 3 1 2 1)              84.949
16480      (1 0 1 5 1 1 1)              84.946
16481      (1 0 2 6 1 2 1)              84.944
16482      (1 0 4 2 1 2 1)              84.943
16483      (1 0 2 3 1 0 1)              84.941
16484      (1 0 1 5 0 2 0)              84.937
16485      (1 0 0 0 1 2 0)              84.937
16486      (1 0 2 3 1 0 1)              84.936
16487      (1 0 0 0 1 2 1)              84.935
16488      (1 0 2 2 1 0 1)              84.933
16489      (1 0 2 3 1 1 1)              84.932
16490      (1 0 2 3 0 0 0)              84.930
16491      (1 0 2 3 0 0 0)              84.931
16492      (1 0 2 3 1 2 1)              84.930
16493      (1 0 1 5 1 2 1)              84.928
16494      (1 0 4 3 1 0 1)              84.926
16495      (1 0 3 3 2 1 2)              84.922
16496      (1 0 2 3 1 2 1)              84.922
16497      (1 0 2 3 1 2 1)              84.921
16498      (1 0 2 3 1 2 1)              84.919
16499      (1 0 2 3 1 2 1)              84.919
16500      (1 0 1 5 1 1 1)              84.916
16501      (1 0 0 0 0 0 0)              84.913
16502      (1 0 2 6 1 2 1)              84.911
16503      (1 0 4 2 1 2 1)              84.910
16504      (1 0 2 3 1 2 1)              84.909
16505      (1 0 2 3 1 2 1)              84.910
16506      (1 0 2 2 1 0 1)              84.908
16507      (1 0 0 3 1 1 1)              84.907
16508      (1 0 2 3 1 0 1)              84.906
16509      (1 0 0 0 0 0 0)              84.903
16510      (1 0 4 3 1 0 1)              84.901
16511      (1 0 1 5 1 2 1)              84.898
16512      (1 0 2 6 1 1 1)              84.898
16513      (1 0 2 3 1 2 1)              84.897
16514      (1 0 0 0 0 0 0)              84.895
16515      (1 0 2 3 1 2 1)              84.894
16516      (1 0 2 3 1 1 1)              84.893
16517      (1 0 2 0 2 1 2)              84.890
16518      (1 0 4 2 1 2 1)              84.889
16519      (1 0 3 3 1 1 1)              84.887
16520      (1 0 0 0 1 2 0)              84.886
16521      (1 0 2 3 2 0 2)              84.886
16522      (1 0 4 0 1 2 1)              84.884
16523      (1 0 0 0 1 2 0)              84.883
16524      (1 0 2 3 2 1 2)              84.882
16525      (1 0 2 3 1 1 1)              84.880
16526      (1 0 2 3 1 2 1)              84.879
16527      (1 0 1 5 1 1 1)              84.875
16528      (1 0 2 3 1 0 1)              84.875
16529      (1 0 2 3 1 2 1)              84.875
16530      (1 0 0 0 1 2 0)              84.874
16531      (1 0 2 6 1 2 1)              84.872
16532      (1 0 1 5 1 2 1)              84.870
16533      (1 0 4 3 1 0 1)              84.867
16534      (1 0 0 0 1 2 0)              84.866
16535      (1 0 1 5 1 1 1)              84.865
16536      (1 0 2 6 1 2 1)              84.864
16537      (1 0 0 0 1 2 0)              84.863
16538      (1 0 0 0 1 2 1)              84.862
16539      (1 0 1 5 1 2 1)              84.859
16540      (1 0 2 3 2 2 2)              84.858
16541      (1 0 2 6 1 2 1)              84.856
16542      (1 0 2 6 1 2 1)              84.854
16543      (1 0 2 3 1 1 1)              84.852
16544      (1 0 0 0 1 0 1)              84.850
16545      (1 0 2 3 2 1 2)              84.847
16546      (1 0 2 3 1 1 1)              84.845
16547      (1 0 2 4 0 0 0)              84.844
16548      (1 0 2 6 1 1 1)              84.841
16549      (1 0 2 3 1 1 1)              84.839
16550      (1 0 4 3 1 1 1)              84.837
16551      (1 0 2 3 1 1 1)              84.834
16552      (1 0 0 0 0 2 0)              84.834
16553      (1 0 0 0 1 0 1)              84.833
16554      (1 0 1 5 1 1 1)              84.832
16555      (1 0 2 6 1 2 1)              84.830
16556      (1 0 2 3 2 1 2)              84.830
16557      (1 0 2 6 1 2 1)              84.828
16558      (1 0 1 5 1 1 1)              84.825
16559      (1 0 1 5 1 1 1)              84.822
16560      (1 0 1 5 1 1 1)              84.818
16561      (1 0 4 2 1 2 1)              84.817
16562      (1 0 2 3 2 1 2)              84.816
16563      (1 0 1 5 1 1 1)              84.812
16564      (1 0 2 4 1 1 1)              84.810
16565      (1 0 0 3 0 0 0)              84.807
16566      (1 0 4 2 0 0 0)              84.804
16567      (1 0 2 3 1 2 1)              84.803
16568      (1 0 2 6 1 2 1)              84.801
16569      (1 0 2 3 1 0 1)              84.801
16570      (1 0 1 5 1 1 1)              84.797
16571      (1 0 4 6 1 2 1)              84.797
16572      (1 0 2 2 0 0 0)              84.795
16573      (1 0 2 3 2 1 2)              84.794
16574      (1 0 2 3 1 2 1)              84.793
16575      (1 0 1 0 1 1 1)              84.791
16576      (1 0 2 3 1 2 1)              84.790
16577      (1 0 2 3 1 2 0)              84.788
16578      (1 0 2 3 2 1 2)              84.785
16579      (1 0 2 6 1 2 1)              84.783
16580      (1 0 2 3 0 0 0)              84.784
16581      (0 1 4 6 1 0 1)              84.780
16582      (1 0 1 3 1 0 1)              84.777
16583      (1 0 2 2 1 0 1)              84.775
16584      (1 0 2 6 1 2 1)              84.775
16585      (1 0 2 3 2 1 2)              84.774
16586      (1 0 2 3 1 0 1)              84.772
16587      (1 0 2 6 1 2 1)              84.770
16588      (1 0 4 0 2 2 1)              84.766
16589      (1 0 2 3 1 1 1)              84.765
16590      (1 0 3 3 1 1 1)              84.763
16591      (1 0 4 6 1 2 1)              84.763
16592      (1 0 4 2 1 2 1)              84.761
16593      (1 0 0 0 0 2 0)              84.759
16594      (1 0 4 4 0 2 0)              84.758
16595      (1 0 2 5 1 2 1)              84.758
16596      (1 0 2 3 1 1 1)              84.756
16597      (1 0 4 6 1 2 1)              84.756
16598      (1 0 2 3 1 1 1)              84.755
16599      (1 0 2 3 2 1 2)              84.754
16600      (1 0 2 4 1 1 1)              84.751
16601      (1 0 2 6 1 2 1)              84.751
16602      (1 0 2 3 1 2 1)              84.750
16603      (1 0 2 2 0 0 0)              84.748
16604      (1 0 2 3 1 2 1)              84.749
16605      (1 0 0 0 1 2 1)              84.748
16606      (1 0 2 0 2 1 2)              84.746
16607      (1 0 1 3 2 1 1)              84.744
16608      (1 0 1 5 1 1 1)              84.741
16609      (1 0 0 1 1 1 1)              84.739
16610      (1 0 2 5 1 2 1)              84.739
16611      (1 0 4 2 1 2 1)              84.737
16612      (1 0 2 3 1 1 1)              84.737
16613      (1 0 1 3 1 0 1)              84.735
16614      (1 0 0 0 1 0 1)              84.734
16615      (1 0 2 2 1 0 1)              84.732
16616      (1 0 2 2 1 0 1)              84.732
16617      (1 0 2 3 1 2 1)              84.731
16618      (1 0 2 3 1 2 1)              84.730
16619      (1 0 2 3 2 1 2)              84.730
16620      (1 0 2 3 1 2 1)              84.729
16621      (1 0 1 0 1 1 1)              84.727
16622      (1 0 1 5 1 1 1)              84.726
16623      (1 0 4 2 0 0 0)              84.723
16624      (1 0 0 5 1 1 1)              84.722
16625      (1 0 4 2 1 1 1)              84.719
16626      (1 0 2 6 1 1 1)              84.718
16627      (1 0 2 3 1 1 1)              84.716
16628      (1 0 4 0 1 2 1)              84.713
16629      (1 0 2 3 1 1 1)              84.712
16630      (1 0 4 0 2 2 1)              84.709
16631      (1 0 0 0 0 2 0)              84.707
16632      (1 0 2 6 1 2 1)              84.705
16633      (1 0 2 4 1 1 1)              84.702
16634      (1 0 4 6 1 2 1)              84.703
16635      (1 0 2 3 1 0 1)              84.701
16636      (1 0 2 3 0 0 0)              84.699
16637      (1 0 2 3 1 1 1)              84.698
16638      (1 0 2 3 1 2 1)              84.697
16639      (1 0 2 3 1 0 1)              84.696
16640      (1 0 1 5 1 1 1)              84.693
16641      (1 0 2 3 1 2 1)              84.692
16642      (1 0 2 3 0 2 0)              84.689
16643      (1 0 1 5 1 1 1)              84.686
16644      (1 0 2 3 1 2 1)              84.685
16645      (1 0 0 0 1 1 1)              84.683
16646      (1 0 2 3 1 1 1)              84.682
16647      (1 0 2 3 1 0 1)              84.680
16648      (1 0 2 4 1 1 1)              84.678
16649      (1 0 2 3 1 2 1)              84.677
16650      (1 0 2 6 1 2 1)              84.675
16651      (1 0 2 6 1 1 1)              84.673
16652      (1 0 4 0 1 2 1)              84.671
16653      (1 0 3 0 0 2 1)              84.668
16654      (1 0 0 4 1 2 1)              84.668
16655      (1 0 2 3 1 0 1)              84.666
16656      (1 0 2 3 1 1 1)              84.664
16657      (1 0 2 6 1 0 1)              84.664
16658      (1 0 2 3 1 1 1)              84.662
16659      (1 0 0 0 1 2 0)              84.661
16660      (1 0 4 5 1 2 0)              84.659
16661      (0 0 3 6 0 0 0)              84.655
16662      (1 0 2 6 1 1 1)              84.653
16663      (1 0 2 3 1 0 1)              84.651
16664      (1 0 0 0 0 2 0)              84.649
16665      (1 0 2 3 1 0 1)              84.648
16666      (1 0 0 0 1 2 0)              84.647
16667      (1 0 2 3 1 1 1)              84.646
16668      (1 0 2 3 1 1 1)              84.644
16669      (1 0 2 3 1 0 2)              84.645
16670      (1 0 4 2 2 1 2)              84.644
16671      (1 0 2 3 0 2 0)              84.641
16672      (1 0 2 2 1 2 0)              84.640
16673      (1 0 1 5 1 1 1)              84.637
16674      (1 0 1 5 1 1 1)              84.634
16675      (1 0 2 3 2 1 2)              84.633
16676      (1 0 1 5 1 1 1)              84.630
16677      (1 0 0 0 1 2 0)              84.629
16678      (1 0 1 5 1 1 1)              84.625
16679      (1 0 1 5 1 2 1)              84.623
16680      (1 0 2 6 1 2 1)              84.621
16681      (1 0 2 3 2 1 2)              84.618
16682      (1 0 2 3 2 2 1)              84.616
16683      (1 0 4 4 0 2 0)              84.615
16684      (1 0 1 5 1 1 1)              84.611
16685      (1 0 2 4 0 0 0)              84.610
16686      (1 0 4 4 2 1 1)              84.609
16687      (1 0 2 3 1 0 1)              84.607
16688      (1 0 2 3 1 2 1)              84.606
16689      (1 0 2 5 0 1 0)              84.604
16690      (1 0 2 3 1 0 1)              84.602
16691      (1 0 2 3 1 0 1)              84.600
16692      (1 0 2 3 1 2 1)              84.600
16693      (1 0 2 6 1 2 1)              84.598
16694      (1 0 4 6 1 2 1)              84.597
16695      (1 0 2 3 2 2 2)              84.596
16696      (1 0 4 2 0 0 0)              84.593
16697      (1 0 2 3 0 0 0)              84.592
16698      (1 0 2 3 1 0 1)              84.591
16699      (1 0 2 3 1 1 1)              84.589
16700      (0 0 4 6 1 2 0)              84.586
16701      (0 1 4 6 1 0 1)              84.582
16702      (1 0 2 3 1 0 1)              84.580
16703      (1 0 2 3 1 2 1)              84.579
16704      (1 0 2 3 1 1 1)              84.576
16705      (1 0 2 6 1 1 1)              84.575
16706      (1 0 0 0 1 0 1)              84.573
16707      (1 0 2 6 1 2 1)              84.571
16708      (1 0 2 6 1 2 1)              84.570
16709      (1 0 2 3 1 1 1)              84.567
16710      (1 0 1 5 1 1 1)              84.567
16711      (1 0 2 2 0 1 0)              84.563
16712      (1 0 4 4 0 2 0)              84.562
16713      (1 0 0 0 2 2 1)              84.562
16714      (1 0 4 6 1 2 1)              84.561
16715      (1 0 3 3 1 1 1)              84.559
16716      (1 0 4 2 1 2 1)              84.558
16717      (1 0 4 3 0 2 0)              84.556
16718      (1 0 2 3 1 2 1)              84.554
16719      (1 0 4 4 2 1 1)              84.554
16720      (1 0 2 5 2 1 1)              84.552
16721      (1 0 2 6 1 0 1)              84.552
16722      (1 0 4 0 2 2 1)              84.549
16723      (1 0 2 3 1 1 1)              84.548
16724      (1 0 1 5 1 1 1)              84.544
16725      (1 0 2 3 1 2 1)              84.544
16726      (1 0 2 2 0 0 0)              84.541
16727      (1 0 2 6 1 1 1)              84.541
16728      (1 0 4 2 1 2 1)              84.540
16729      (1 0 0 0 2 2 1)              84.539
16730      (1 0 4 4 0 2 0)              84.538
16731      (1 0 0 0 2 2 1)              84.537
16732      (1 0 2 3 1 1 1)              84.536
16733      (1 0 2 3 1 2 1)              84.535
16734      (1 0 1 0 1 1 1)              84.532
16735      (1 0 0 0 1 2 1)              84.532
16736      (1 0 1 5 1 1 1)              84.531
16737      (1 0 3 1 1 1 1)              84.529
16738      (1 0 1 0 1 1 1)              84.527
16739      (1 0 2 6 1 2 1)              84.525
16740      (1 0 2 3 2 2 1)              84.523
16741      (1 0 4 4 0 2 0)              84.522
16742      (1 0 2 2 1 0 1)              84.520
16743      (1 0 2 3 2 1 2)              84.520
16744      (1 0 0 0 1 2 0)              84.519
16745      (1 0 4 0 1 1 0)              84.519
16746      (1 0 0 0 1 0 1)              84.519
16747      (1 0 2 6 1 2 1)              84.517
16748      (1 0 2 6 1 2 1)              84.515
16749      (1 0 1 3 1 1 1)              84.513
16750      (1 0 2 6 1 2 1)              84.510
16751      (1 0 4 2 0 2 0)              84.510
16752      (1 0 0 0 1 2 1)              84.509
16753      (0 1 4 6 1 0 1)              84.505
16754      (1 0 2 3 1 2 1)              84.503
16755      (1 0 2 3 1 0 1)              84.502
16756      (1 0 2 6 1 1 0)              84.500
16757      (1 0 2 3 1 2 1)              84.499
16758      (1 0 2 3 2 2 1)              84.497
16759      (1 0 2 3 1 2 1)              84.496
16760      (1 0 2 3 1 1 1)              84.494
16761      (1 0 4 3 0 2 0)              84.492
16762      (1 0 4 6 1 2 1)              84.492
16763      (1 0 1 5 1 1 1)              84.488
16764      (1 0 2 3 1 2 1)              84.487
16765      (1 0 2 3 1 1 1)              84.486
16766      (1 0 1 5 1 1 1)              84.482
16767      (1 0 1 5 1 1 1)              84.479
16768      (1 0 4 2 2 1 2)              84.478
16769      (1 0 2 3 1 0 1)              84.477
16770      (1 0 2 3 1 1 1)              84.475
16771      (1 0 2 3 1 2 1)              84.474
16772      (1 0 2 6 1 2 1)              84.473
16773      (1 0 1 5 1 1 1)              84.469
16774      (1 0 1 0 1 1 1)              84.467
16775      (1 0 2 3 1 0 1)              84.466
16776      (1 0 2 2 1 0 1)              84.464
16777      (1 0 2 2 1 2 1)              84.464
16778      (1 0 1 5 1 1 1)              84.461
16779      (1 0 2 6 1 2 1)              84.460
16780      (1 0 2 6 1 2 1)              84.458
16781      (1 0 4 6 1 2 1)              84.458
16782      (1 0 2 6 1 1 1)              84.456
16783      (1 0 1 5 1 1 1)              84.454
16784      (1 0 1 5 1 1 1)              84.453
16785      (1 0 2 2 1 1 1)              84.452
16786      (1 0 2 3 0 0 0)              84.451
16787      (1 0 2 3 1 1 1)              84.449
16788      (1 0 2 3 1 1 0)              84.447
16789      (1 0 1 5 1 1 1)              84.443
16790      (1 0 2 3 1 0 1)              84.442
16791      (1 0 2 3 1 2 1)              84.441
16792      (1 0 0 5 0 2 0)              84.439
16793      (1 0 2 3 1 1 1)              84.438
16794      (1 0 2 3 1 2 1)              84.438
16795      (1 0 0 5 1 0 0)              84.438
16796      (1 0 2 3 1 2 1)              84.437
16797      (1 0 3 2 1 1 1)              84.434
16798      (1 0 0 0 1 1 1)              84.433
16799      (1 0 2 3 1 2 1)              84.433
16800      (1 0 0 0 0 0 0)              84.430
16801      (1 0 1 5 1 1 1)              84.427
16802      (1 0 2 3 2 1 2)              84.426
16803      (1 0 2 5 2 1 1)              84.425
16804      (1 0 2 3 2 1 2)              84.424
16805      (1 0 4 2 2 2 1)              84.423
16806      (1 0 1 5 1 2 1)              84.421
16807      (1 0 2 3 1 0 1)              84.419
16808      (1 0 2 3 1 2 1)              84.416
16809      (1 0 2 2 0 0 0)              84.414
16810      (1 0 3 3 1 0 1)              84.412
16811      (1 0 0 5 1 0 0)              84.412
16812      (1 0 2 3 1 0 1)              84.410
16813      (1 0 1 5 1 2 1)              84.408
16814      (1 0 2 3 1 1 1)              84.406
16815      (1 0 2 6 0 0 1)              84.404
16816      (1 0 2 6 1 2 1)              84.403
16817      (1 0 2 3 1 0 1)              84.401
16818      (1 0 2 3 1 2 1)              84.402
16819      (1 0 1 3 1 1 1)              84.399
16820      (1 0 0 0 1 0 1)              84.398
16821      (1 0 2 6 1 2 1)              84.395
16822      (1 0 2 3 1 2 1)              84.394
16823      (1 0 0 0 1 0 1)              84.392
16824      (1 0 2 3 0 0 0)              84.391
16825      (1 0 0 3 0 0 0)              84.389
16826      (1 0 2 3 1 1 1)              84.387
16827      (1 0 3 0 1 1 1)              84.386
16828      (1 0 2 3 1 0 1)              84.385
16829      (1 0 4 6 1 2 1)              84.385
16830      (1 0 2 3 1 0 1)              84.383
16831      (1 0 4 6 0 1 0)              84.381
16832      (1 0 2 5 1 0 1)              84.379
16833      (1 0 2 6 1 2 1)              84.378
16834      (1 0 4 6 1 2 1)              84.379
16835      (1 0 2 3 1 2 1)              84.378
