No         Predictions            Accuracy [%]
12473      (1 0 1 2 1 2 1)              83.768
12474      (1 0 2 3 1 0 1)              83.767
12475      (1 0 3 1 2 1 2)              83.764
12476      (1 0 1 2 1 1 1)              83.762
12477      (1 0 2 3 1 0 1)              83.761
12478      (0 0 4 2 2 2 1)              83.758
12479      (1 0 2 3 1 1 1)              83.754
12480      (0 0 2 3 1 2 1)              83.751
12481      (1 0 1 2 1 2 1)              83.750
12482      (1 0 1 2 0 0 1)              83.747
12483      (0 0 4 2 2 2 1)              83.743
12484      (1 0 3 1 2 1 2)              83.741
12485      (1 0 1 2 1 1 1)              83.740
12486      (0 0 4 2 2 2 1)              83.738
12487      (0 0 1 2 1 1 1)              83.735
12488      (1 0 1 2 0 0 0)              83.730
12489      (1 0 1 2 1 2 1)              83.727
12490      (1 0 1 2 1 1 1)              83.724
12491      (1 0 2 3 0 0 0)              83.723
12492      (1 0 1 2 1 2 1)              83.721
12493      (1 0 2 3 1 1 1)              83.717
12494      (1 0 3 1 2 1 2)              83.713
12495      (0 0 2 3 1 2 1)              83.713
12496      (1 0 2 3 1 2 0)              83.711
12497      (1 0 1 2 1 2 1)              83.710
12498      (0 0 4 2 2 2 1)              83.708
12499      (1 0 1 2 1 1 1)              83.706
12500      (1 0 0 0 2 2 1)              83.706
12501      (0 0 2 3 1 2 1)              83.703
12502      (1 0 1 2 1 1 1)              83.701
12503      (1 0 1 2 1 2 1)              83.700
12504      (0 0 4 5 2 1 1)              83.695
12505      (1 0 1 2 1 1 1)              83.691
12506      (1 0 1 2 1 2 1)              83.690
12507      (0 0 4 6 0 0 1)              83.688
12508      (1 0 2 3 2 1 1)              83.686
12509      (1 0 0 0 2 2 1)              83.686
12510      (1 0 1 2 0 0 0)              83.682
12511      (0 1 0 0 2 2 1)              83.680
12512      (0 0 4 2 2 2 1)              83.679
12513      (1 0 2 3 1 2 1)              83.678
12514      (0 0 2 3 1 1 1)              83.675
12515      (0 0 4 2 2 2 1)              83.673
12516      (1 0 1 2 1 2 1)              83.670
12517      (0 0 4 2 2 2 1)              83.668
12518      (1 0 0 0 2 2 1)              83.668
12519      (1 0 1 2 1 1 1)              83.664
12520      (1 0 2 3 1 0 1)              83.662
12521      (1 0 3 1 2 1 2)              83.658
12522      (1 0 1 2 1 1 1)              83.657
12523      (1 0 0 0 2 2 1)              83.657
12524      (1 0 1 2 1 1 1)              83.655
12525      (1 0 2 3 1 2 1)              83.652
12526      (1 0 1 2 1 1 1)              83.648
12527      (1 0 1 2 1 1 1)              83.646
12528      (1 0 1 2 0 0 1)              83.644
12529      (0 0 1 2 0 0 1)              83.640
12530      (1 0 2 3 2 1 2)              83.637
12531      (1 0 1 2 1 1 1)              83.633
12532      (1 0 1 2 0 0 1)              83.631
12533      (1 0 1 2 1 1 1)              83.629
12534      (1 0 2 3 1 2 1)              83.626
12535      (1 0 1 2 1 2 1)              83.621
12536      (0 0 4 2 1 2 1)              83.619
12537      (1 0 3 1 2 1 2)              83.615
12538      (1 0 1 2 1 1 1)              83.613
12539      (1 0 2 3 2 1 2)              83.610
12540      (1 0 1 2 1 1 1)              83.606
12541      (0 0 4 2 2 2 1)              83.604
12542      (0 0 4 2 2 2 1)              83.602
12543      (1 0 1 2 1 2 1)              83.601
12544      (1 0 1 2 1 1 1)              83.598
12545      (0 0 4 2 2 2 1)              83.596
12546      (1 0 1 2 1 1 1)              83.595
12547      (0 0 4 5 2 1 1)              83.592
12548      (1 0 1 2 1 2 1)              83.591
12549      (1 0 3 1 2 1 2)              83.586
12550      (1 0 1 2 0 0 1)              83.583
12551      (1 0 1 2 0 0 1)              83.580
12552      (0 0 4 2 2 2 1)              83.579
12553      (1 0 2 3 1 0 1)              83.577
12554      (1 0 1 2 1 1 1)              83.574
12555      (0 0 4 2 2 2 1)              83.572
12556      (1 0 4 5 2 2 2)              83.571
12557      (1 0 3 1 2 1 2)              83.569
12558      (1 0 2 3 1 2 1)              83.568
12559      (0 0 4 6 1 2 1)              83.566
12560      (1 0 1 2 1 1 1)              83.562
12561      (1 0 2 3 1 0 1)              83.560
12562      (0 1 4 6 0 0 1)              83.556
12563      (1 0 0 0 1 0 1)              83.557
12564      (1 0 1 2 1 1 1)              83.556
12565      (1 0 1 2 1 2 1)              83.551
12566      (1 0 3 1 2 1 2)              83.549
12567      (0 0 4 6 1 2 1)              83.546
12568      (0 0 4 6 1 2 1)              83.542
12569      (0 0 4 2 2 2 1)              83.539
12570      (0 0 4 6 1 2 1)              83.538
12571      (1 0 2 3 1 0 1)              83.540
12572      (1 0 1 2 1 2 1)              83.539
12573      (1 0 1 2 1 1 1)              83.537
12574      (1 0 4 5 2 2 2)              83.536
12575      (1 0 1 2 1 1 1)              83.534
12576      (0 0 4 3 2 1 1)              83.528
12577      (1 0 3 1 2 1 2)              83.524
12578      (1 0 1 2 1 2 1)              83.523
12579      (0 0 1 2 0 0 1)              83.520
12580      (0 0 4 2 2 2 1)              83.517
12581      (1 0 1 2 1 1 1)              83.513
12582      (0 0 4 2 2 2 1)              83.511
12583      (0 0 4 2 2 2 1)              83.509
12584      (1 0 1 2 1 1 1)              83.506
12585      (1 0 0 0 1 0 1)              83.506
12586      (0 0 4 3 2 1 1)              83.500
12587      (1 0 2 3 1 0 1)              83.498
12588      (0 0 4 6 1 2 1)              83.497
12589      (1 0 1 2 1 1 1)              83.496
12590      (0 0 1 2 1 1 1)              83.493
12591      (0 0 0 4 1 2 1)              83.492
12592      (1 0 0 0 2 2 1)              83.488
12593      (1 0 3 1 2 1 2)              83.486
12594      (1 0 1 2 0 0 1)              83.484
12595      (0 0 4 2 2 2 1)              83.481
12596      (1 0 3 1 2 1 2)              83.479
12597      (1 0 3 1 2 1 2)              83.476
12598      (0 0 4 2 2 2 1)              83.474
12599      (1 0 1 2 1 1 1)              83.472
12600      (1 0 1 2 1 1 1)              83.469
12601      (0 0 1 2 1 1 1)              83.464
12602      (0 0 4 2 2 2 1)              83.462
12603      (1 0 2 3 1 0 1)              83.460
12604      (1 0 2 3 2 1 2)              83.457
12605      (1 0 1 2 1 2 1)              83.456
12606      (1 0 2 3 1 2 1)              83.457
12607      (0 0 4 2 2 2 1)              83.455
12608      (0 0 4 2 2 2 1)              83.452
12609      (1 0 1 2 1 1 1)              83.450
12610      (1 0 1 2 1 1 1)              83.447
12611      (1 0 1 2 1 2 1)              83.446
12612      (1 0 1 2 1 1 1)              83.444
12613      (0 0 4 6 0 0 1)              83.439
12614      (1 0 1 2 1 1 1)              83.435
12615      (0 0 4 2 2 2 1)              83.433
12616      (1 0 1 2 1 1 1)              83.431
12617      (1 0 1 2 1 2 1)              83.430
12618      (1 0 3 1 2 1 2)              83.428
12619      (1 0 1 2 1 1 1)              83.427
12620      (0 0 4 2 2 2 1)              83.425
12621      (0 0 1 2 0 0 1)              83.420
12622      (0 1 0 4 2 2 1)              83.419
12623      (0 0 4 6 1 2 1)              83.417
12624      (0 0 4 2 2 2 1)              83.415
12625      (1 0 2 3 2 1 2)              83.412
12626      (1 0 1 2 1 2 1)              83.410
12627      (0 0 4 2 2 2 1)              83.408
12628      (1 0 1 2 0 0 1)              83.405
12629      (0 0 4 5 2 1 1)              83.402
12630      (1 0 1 2 1 1 1)              83.400
12631      (1 0 2 3 2 1 2)              83.397
12632      (0 0 1 2 1 1 1)              83.393
12633      (1 0 1 2 1 1 1)              83.391
12634      (0 0 1 2 0 0 1)              83.386
12635      (0 0 4 3 2 1 1)              83.383
12636      (1 0 1 2 1 1 1)              83.381
12637      (0 0 0 4 0 1 0)              83.376
12638      (1 0 1 2 1 1 1)              83.374
12639      (0 0 4 6 0 0 1)              83.370
12640      (0 0 1 2 1 1 1)              83.365
12641      (1 0 1 2 1 1 1)              83.363
12642      (1 0 3 1 2 1 2)              83.361
12643      (1 0 1 2 1 1 1)              83.359
12644      (1 0 2 3 0 0 0)              83.355
12645      (1 0 3 1 2 1 2)              83.353
12646      (0 0 4 2 2 2 1)              83.350
12647      (1 0 2 3 1 2 0)              83.348
12648      (1 0 2 3 1 2 1)              83.347
12649      (1 0 2 3 2 1 2)              83.347
12650      (1 0 1 2 1 1 1)              83.346
12651      (0 0 1 2 1 1 1)              83.342
12652      (1 0 2 3 1 0 1)              83.340
12653      (0 0 4 2 2 2 1)              83.337
12654      (1 0 2 3 1 2 0)              83.334
12655      (0 0 0 4 0 1 0)              83.328
12656      (1 0 3 1 2 1 2)              83.326
12657      (0 0 4 2 2 2 1)              83.322
12658      (1 0 2 3 0 0 0)              83.321
12659      (1 0 1 2 1 2 1)              83.320
12660      (1 0 3 1 2 1 2)              83.315
12661      (1 0 1 2 1 2 1)              83.314
12662      (1 0 1 2 1 2 1)              83.314
12663      (1 0 3 1 2 1 2)              83.309
12664      (0 0 4 2 2 2 1)              83.308
12665      (1 0 1 2 1 1 1)              83.306
12666      (1 0 2 3 1 0 1)              83.304
12667      (0 0 4 2 2 2 1)              83.302
12668      (1 0 1 2 0 0 1)              83.299
12669      (0 0 4 2 2 2 1)              83.297
12670      (0 0 4 2 2 2 1)              83.295
12671      (0 0 4 3 2 1 1)              83.292
12672      (1 0 1 2 1 1 1)              83.289
12673      (1 0 2 3 1 1 1)              83.286
12674      (1 0 1 2 1 2 1)              83.285
12675      (0 0 1 2 1 1 1)              83.282
12676      (1 0 3 1 2 1 2)              83.280
12677      (0 0 4 2 2 2 1)              83.277
12678      (0 0 4 2 2 2 1)              83.275
12679      (0 0 0 4 0 1 0)              83.269
12680      (0 0 4 2 2 2 1)              83.267
12681      (1 0 4 5 2 2 2)              83.266
12682      (0 0 4 2 2 2 1)              83.264
12683      (1 0 1 2 1 2 1)              83.263
12684      (1 0 3 1 2 1 2)              83.259
12685      (0 0 4 2 1 2 1)              83.257
12686      (0 0 4 2 2 2 1)              83.255
12687      (1 0 3 1 2 1 2)              83.251
12688      (1 0 1 2 1 2 1)              83.250
12689      (0 0 4 2 2 2 1)              83.248
12690      (1 0 3 1 2 1 2)              83.243
12691      (1 0 3 1 2 1 2)              83.241
12692      (0 0 4 2 2 2 1)              83.239
12693      (1 0 1 2 1 1 1)              83.237
12694      (1 0 2 3 1 1 1)              83.234
12695      (1 0 1 2 1 1 1)              83.231
12696      (1 0 1 2 0 0 1)              83.228
12697      (1 0 2 3 0 0 0)              83.227
12698      (0 0 1 2 2 2 1)              83.222
12699      (1 0 1 2 1 1 1)              83.220
12700      (0 1 0 0 2 2 1)              83.218
12701      (1 0 1 2 1 1 1)              83.216
12702      (1 0 0 0 2 2 1)              83.215
12703      (0 0 4 2 2 2 1)              83.213
12704      (1 0 2 3 1 0 1)              83.214
12705      (1 0 1 2 1 2 1)              83.214
12706      (1 0 1 2 1 1 1)              83.211
12707      (1 0 2 3 1 0 1)              83.213
12708      (1 0 1 2 1 2 1)              83.210
12709      (1 0 1 2 1 1 1)              83.209
12710      (1 0 1 2 1 2 1)              83.204
12711      (0 0 4 6 0 0 1)              83.201
12712      (1 0 3 1 2 1 2)              83.197
12713      (1 0 1 2 1 0 1)              83.195
12714      (1 0 3 1 2 1 2)              83.191
12715      (1 0 1 2 1 1 1)              83.189
12716      (1 0 3 1 2 1 2)              83.186
12717      (1 0 4 5 2 2 2)              83.186
12718      (1 0 1 2 1 1 1)              83.182
12719      (1 0 3 1 2 1 2)              83.180
12720      (0 0 4 2 2 2 1)              83.178
12721      (1 0 2 3 1 0 1)              83.176
12722      (0 0 4 2 2 2 1)              83.175
12723      (0 0 4 5 2 1 1)              83.173
12724      (1 0 1 2 2 2 1)              83.172
12725      (1 0 2 3 2 1 2)              83.169
12726      (1 0 4 5 2 2 2)              83.168
12727      (1 0 1 2 1 1 1)              83.167
12728      (1 0 1 2 1 2 1)              83.164
12729      (1 0 2 3 1 0 1)              83.162
12730      (1 0 2 3 2 1 2)              83.158
12731      (0 0 4 6 0 0 1)              83.155
12732      (1 0 1 2 1 1 1)              83.150
12733      (1 0 3 1 2 1 2)              83.148
12734      (0 0 4 3 2 1 1)              83.145
12735      (1 0 1 2 1 1 1)              83.142
12736      (1 0 1 2 1 2 1)              83.141
12737      (1 0 1 2 1 2 1)              83.138
12738      (1 0 1 2 1 2 1)              83.137
12739      (1 0 2 3 1 2 0)              83.135
12740      (0 0 4 6 1 2 1)              83.131
12741      (0 0 4 6 2 2 1)              83.129
12742      (1 0 1 2 1 2 1)              83.128
12743      (1 0 3 1 2 1 2)              83.126
12744      (1 0 1 2 1 2 1)              83.124
12745      (0 0 0 4 1 2 0)              83.120
12746      (0 0 4 2 2 2 1)              83.118
12747      (0 0 4 2 2 2 1)              83.116
12748      (1 0 2 3 1 0 1)              83.114
12749      (1 0 1 2 1 1 1)              83.112
12750      (1 0 3 1 2 1 2)              83.110
12751      (0 0 4 5 2 1 1)              83.106
12752      (1 0 2 3 1 2 1)              83.105
12753      (1 0 1 2 1 1 1)              83.102
12754      (1 0 3 1 2 1 2)              83.100
12755      (0 0 4 6 2 1 1)              83.097
12756      (1 0 1 2 0 0 1)              83.093
12757      (1 0 1 2 0 0 1)              83.091
12758      (1 0 1 2 1 2 1)              83.090
12759      (0 0 4 2 2 2 1)              83.090
12760      (0 0 4 5 2 1 1)              83.085
12761      (1 0 2 3 2 1 2)              83.082
12762      (1 0 2 3 1 0 1)              83.080
12763      (1 0 1 2 1 1 1)              83.077
12764      (1 0 3 1 2 1 2)              83.074
12765      (1 0 0 0 1 2 0)              83.073
12766      (1 0 3 1 2 1 2)              83.071
12767      (1 0 1 2 1 1 1)              83.069
12768      (0 0 4 2 2 2 1)              83.067
12769      (1 0 3 1 2 1 2)              83.064
12770      (0 0 4 2 2 2 1)              83.062
12771      (1 0 1 2 1 1 1)              83.060
12772      (0 0 4 2 2 2 1)              83.057
12773      (1 0 1 2 1 2 1)              83.053
12774      (1 0 3 1 2 1 2)              83.051
12775      (1 0 1 2 1 1 1)              83.049
12776      (0 0 1 2 0 0 1)              83.045
12777      (1 0 1 2 1 2 1)              83.044
12778      (1 0 1 2 0 0 1)              83.041
12779      (1 0 1 2 0 0 0)              83.037
12780      (1 0 3 1 2 1 2)              83.032
12781      (0 0 4 6 1 2 1)              83.028
12782      (0 1 0 0 2 2 1)              83.026
12783      (1 0 1 2 1 2 1)              83.023
12784      (1 0 1 2 1 2 1)              83.022
12785      (0 0 4 3 2 1 1)              83.018
12786      (0 0 4 3 2 1 1)              83.013
12787      (1 0 1 2 1 2 1)              83.009
12788      (1 0 1 2 0 0 1)              83.006
12789      (1 0 2 3 2 1 2)              83.003
12790      (1 0 1 2 1 1 1)              83.000
12791      (1 0 1 2 1 1 1)              82.998
12792      (1 0 0 0 2 2 1)              82.998
12793      (1 0 1 2 1 2 1)              82.996
12794      (0 0 1 2 2 1 2)              82.992
12795      (1 0 3 1 2 1 2)              82.990
12796      (1 0 1 2 1 2 1)              82.989
12797      (1 0 3 1 2 1 2)              82.984
12798      (0 0 4 2 2 2 1)              82.984
12799      (1 0 1 2 1 1 1)              82.981
12800      (0 0 4 6 0 0 1)              82.978
12801      (0 0 1 2 1 1 1)              82.974
12802      (1 0 1 2 1 2 1)              82.973
12803      (0 0 4 2 2 2 1)              82.971
12804      (1 0 1 2 1 1 1)              82.967
12805      (0 0 1 2 1 1 1)              82.962
12806      (0 0 4 2 2 2 1)              82.960
12807      (1 0 1 2 1 2 1)              82.957
12808      (1 0 3 1 2 1 2)              82.955
12809      (1 0 1 2 1 1 1)              82.952
12810      (1 0 4 5 2 2 2)              82.951
12811      (1 0 3 1 2 1 2)              82.949
12812      (1 0 1 2 0 0 1)              82.947
12813      (1 0 1 2 0 0 1)              82.945
12814      (1 0 1 2 1 1 1)              82.942
12815      (0 0 4 2 2 2 1)              82.939
12816      (0 0 4 6 0 0 1)              82.935
12817      (0 0 1 2 1 1 1)              82.929
12818      (1 0 0 0 1 2 1)              82.929
12819      (0 0 4 6 1 1 1)              82.925
12820      (0 0 4 5 2 1 1)              82.921
12821      (1 0 1 2 1 2 1)              82.920
12822      (0 0 4 5 2 1 1)              82.917
12823      (0 0 4 2 2 2 1)              82.915
12824      (1 0 1 2 2 2 1)              82.914
12825      (0 0 4 2 2 2 1)              82.912
12826      (0 0 4 2 2 2 1)              82.910
12827      (0 0 4 2 2 2 1)              82.907
12828      (0 0 4 2 2 2 1)              82.905
12829      (1 0 1 2 1 1 1)              82.903
12830      (1 0 3 1 2 1 2)              82.901
12831      (1 0 1 2 1 1 1)              82.898
12832      (1 0 2 3 1 2 0)              82.896
12833      (1 0 2 3 1 1 1)              82.893
12834      (0 0 4 3 2 1 1)              82.887
12835      (1 0 3 1 2 1 2)              82.885
12836      (1 0 2 3 1 2 0)              82.882
12837      (0 0 2 3 1 2 1)              82.879
12838      (0 0 4 2 2 2 1)              82.877
12839      (1 0 1 2 1 2 1)              82.875
12840      (1 0 1 2 1 2 1)              82.874
12841      (0 0 4 2 2 2 1)              82.872
12842      (0 0 4 2 2 2 1)              82.870
12843      (1 0 1 2 1 2 1)              82.869
12844      (1 0 3 1 2 1 2)              82.869
12845      (0 0 4 6 1 1 1)              82.865
12846      (1 0 2 3 1 0 1)              82.863
12847      (1 0 3 1 2 1 2)              82.861
12848      (1 0 0 0 1 2 0)              82.860
12849      (0 0 4 3 2 1 1)              82.855
12850      (0 0 4 3 1 1 1)              82.851
12851      (1 0 1 2 1 2 1)              82.849
12852      (1 0 3 1 2 1 2)              82.847
12853      (1 0 1 2 1 1 1)              82.843
12854      (0 0 4 2 2 2 1)              82.841
12855      (0 0 4 2 2 2 1)              82.839
12856      (1 0 2 3 1 0 1)              82.837
12857      (0 0 4 2 2 2 1)              82.835
12858      (1 0 1 2 1 2 1)              82.834
12859      (0 0 4 2 2 2 1)              82.832
12860      (0 0 0 0 1 1 1)              82.830
12861      (1 0 2 3 1 0 1)              82.828
12862      (1 0 3 1 2 1 2)              82.825
12863      (1 0 2 3 2 1 2)              82.820
12864      (0 0 4 6 1 2 1)              82.821
12865      (0 0 4 2 2 2 1)              82.820
12866      (1 0 2 3 1 2 1)              82.821
12867      (1 0 1 2 0 0 0)              82.818
12868      (1 0 2 3 1 0 1)              82.819
12869      (1 0 1 2 1 1 1)              82.816
12870      (1 0 1 2 1 2 1)              82.815
12871      (1 0 1 2 1 1 1)              82.813
12872      (1 0 2 3 2 2 1)              82.814
12873      (1 0 1 2 1 1 1)              82.812
12874      (1 0 2 3 2 1 1)              82.808
12875      (1 0 1 2 1 2 1)              82.808
12876      (0 0 4 3 2 1 1)              82.802
12877      (1 0 1 2 2 2 1)              82.801
12878      (1 0 1 2 1 1 1)              82.798
12879      (1 0 1 2 1 2 1)              82.795
12880      (0 0 1 2 1 1 1)              82.792
12881      (0 0 1 2 0 0 1)              82.788
12882      (0 0 4 3 2 1 1)              82.784
12883      (1 0 1 2 1 2 1)              82.783
12884      (1 0 2 3 1 1 1)              82.781
12885      (0 0 4 3 2 1 1)              82.775
12886      (1 0 3 1 2 1 2)              82.773
12887      (1 0 1 2 1 1 1)              82.770
12888      (1 0 3 1 2 1 2)              82.766
12889      (1 0 1 2 1 2 1)              82.762
12890      (1 0 2 3 1 0 1)              82.763
12891      (1 0 1 2 1 1 1)              82.761
12892      (1 0 3 1 2 1 2)              82.757
12893      (1 0 1 2 0 0 0)              82.754
12894      (1 0 1 2 1 2 1)              82.753
12895      (1 0 3 1 2 1 2)              82.751
12896      (1 0 1 2 1 2 1)              82.750
12897      (1 0 1 2 1 2 1)              82.748
12898      (1 0 2 3 1 0 1)              82.747
12899      (1 0 1 2 0 0 1)              82.744
12900      (1 0 1 2 1 2 1)              82.742
12901      (0 0 1 2 0 0 1)              82.739
12902      (0 0 2 3 1 2 1)              82.736
12903      (1 0 1 2 1 1 1)              82.732
12904      (0 0 1 2 1 1 1)              82.729
12905      (1 0 1 2 1 2 1)              82.728
12906      (1 0 2 3 0 0 0)              82.727
12907      (0 0 1 2 1 1 0)              82.722
12908      (1 0 1 2 1 1 1)              82.719
12909      (1 0 3 1 2 1 2)              82.717
12910      (0 0 1 2 1 1 1)              82.713
12911      (0 0 4 2 2 2 1)              82.711
12912      (0 0 1 2 2 2 1)              82.708
12913      (1 0 1 2 1 1 1)              82.708
12914      (1 0 1 2 1 1 1)              82.706
12915      (1 0 1 2 1 2 1)              82.705
12916      (0 0 4 2 2 2 1)              82.703
12917      (1 0 1 2 0 0 1)              82.701
12918      (1 0 2 3 2 1 2)              82.698
12919      (1 0 3 1 2 1 2)              82.696
12920      (0 0 4 2 2 2 1)              82.694
12921      (0 0 4 2 2 2 1)              82.692
12922      (0 0 4 2 1 2 1)              82.690
12923      (1 0 2 3 1 0 1)              82.688
12924      (1 0 1 2 1 0 1)              82.686
12925      (0 0 4 2 2 2 1)              82.684
12926      (1 0 1 2 1 1 1)              82.681
12927      (1 0 1 2 1 1 1)              82.680
12928      (1 0 1 2 1 1 1)              82.678
12929      (0 0 4 2 2 2 1)              82.676
12930      (1 0 2 3 1 0 1)              82.674
12931      (1 0 1 2 1 1 1)              82.672
12932      (1 0 2 3 1 0 1)              82.671
12933      (0 0 4 2 2 2 1)              82.669
12934      (1 0 3 1 2 1 2)              82.667
12935      (0 0 4 2 2 2 1)              82.665
12936      (1 0 1 2 1 1 1)              82.662
12937      (0 0 4 2 2 2 1)              82.661
12938      (1 0 1 2 1 1 1)              82.658
12939      (0 0 4 2 2 2 1)              82.657
12940      (1 0 0 0 1 2 1)              82.656
12941      (1 0 2 3 2 1 2)              82.653
12942      (1 0 1 2 1 1 1)              82.650
12943      (1 0 4 5 2 2 2)              82.648
12944      (0 0 4 2 2 2 1)              82.647
12945      (1 0 1 2 0 0 0)              82.644
12946      (1 0 1 2 1 2 1)              82.642
12947      (1 0 2 3 2 1 2)              82.638
12948      (1 0 0 0 1 2 1)              82.636
12949      (1 0 2 3 2 1 1)              82.634
12950      (1 0 2 3 1 0 1)              82.632
12951      (1 0 2 3 1 0 1)              82.630
12952      (1 0 3 1 2 1 2)              82.627
12953      (0 0 4 6 1 2 1)              82.625
12954      (1 0 3 1 2 1 2)              82.621
12955      (1 0 2 3 1 1 1)              82.619
12956      (1 0 1 2 0 0 0)              82.615
12957      (1 0 1 2 1 2 1)              82.612
12958      (0 0 4 6 1 2 1)              82.609
12959      (0 0 4 3 2 1 1)              82.604
12960      (0 0 4 5 2 2 1)              82.603
12961      (1 0 1 2 1 2 1)              82.602
12962      (1 0 2 3 1 1 1)              82.599
12963      (0 0 0 4 1 1 1)              82.598
12964      (1 0 2 3 2 1 2)              82.595
12965      (0 0 4 2 2 2 1)              82.593
12966      (0 0 4 2 2 2 1)              82.588
12967      (1 0 1 2 1 2 1)              82.587
12968      (0 0 4 5 2 1 1)              82.585
12969      (0 0 4 6 1 2 1)              82.585
12970      (1 0 2 3 1 2 0)              82.582
12971      (1 0 1 2 0 0 1)              82.580
12972      (0 0 4 3 2 1 1)              82.574
12973      (0 0 4 6 0 0 1)              82.573
12974      (1 0 1 2 0 0 1)              82.569
12975      (1 0 1 2 0 0 0)              82.565
12976      (1 0 1 2 1 1 1)              82.563
12977      (1 0 4 5 2 2 2)              82.562
12978      (1 0 2 3 1 0 1)              82.561
12979      (0 0 1 2 0 0 1)              82.556
12980      (0 0 1 2 1 1 1)              82.553
12981      (0 0 1 2 0 0 1)              82.549
12982      (1 0 1 2 0 0 1)              82.546
12983      (1 0 1 2 1 2 1)              82.545
12984      (1 0 1 2 1 1 1)              82.542
12985      (0 0 1 2 1 1 1)              82.539
12986      (1 0 1 2 1 1 1)              82.537
12987      (0 0 4 3 2 1 1)              82.534
12988      (0 0 4 3 2 1 1)              82.530
12989      (1 0 1 2 1 1 1)              82.528
12990      (1 0 0 0 1 2 0)              82.525
12991      (0 0 4 2 2 2 1)              82.524
12992      (0 0 4 2 1 2 1)              82.522
12993      (1 0 3 1 2 1 2)              82.520
12994      (0 0 4 2 2 2 1)              82.518
12995      (0 0 1 2 1 2 1)              82.514
12996      (1 0 3 1 2 1 2)              82.513
12997      (1 0 2 3 2 1 2)              82.510
12998      (0 0 4 2 2 2 1)              82.508
12999      (1 0 3 1 2 1 2)              82.504
13000      (1 0 1 2 1 1 1)              82.503
13001      (1 0 1 2 1 1 1)              82.501
13002      (1 0 3 1 2 1 2)              82.498
13003      (1 0 3 1 2 1 2)              82.496
13004      (0 0 4 5 2 1 1)              82.492
13005      (0 0 4 2 2 2 1)              82.490
13006      (1 0 1 2 1 1 1)              82.487
13007      (1 0 0 0 1 0 1)              82.487
13008      (0 0 4 6 1 2 1)              82.485
13009      (0 0 4 6 0 0 1)              82.483
13010      (0 0 4 2 2 2 1)              82.479
13011      (1 0 1 2 1 1 1)              82.477
13012      (1 0 2 3 1 0 1)              82.475
13013      (1 0 2 3 2 1 2)              82.472
13014      (1 0 1 2 1 1 1)              82.469
13015      (1 0 2 3 1 0 1)              82.467
13016      (1 0 3 1 2 1 2)              82.464
13017      (1 0 3 1 2 1 2)              82.462
13018      (1 0 1 2 1 1 1)              82.460
13019      (1 0 3 1 2 1 2)              82.457
13020      (1 0 1 2 1 2 1)              82.455
13021      (1 0 1 2 0 0 1)              82.452
13022      (1 0 1 2 0 0 0)              82.448
13023      (1 0 3 1 2 1 2)              82.446
13024      (1 0 1 2 2 2 1)              82.445
13025      (1 0 1 2 1 1 1)              82.443
13026      (0 0 2 3 1 2 1)              82.441
13027      (1 0 1 2 1 1 1)              82.439
13028      (1 0 1 2 0 0 1)              82.438
13029      (1 0 2 3 1 2 1)              82.437
13030      (0 0 0 4 0 1 0)              82.436
13031      (1 0 4 5 2 2 2)              82.435
13032      (0 0 4 2 2 2 1)              82.432
13033      (1 0 1 2 1 1 1)              82.430
13034      (1 0 3 1 2 1 2)              82.427
13035      (1 0 3 1 2 1 2)              82.425
13036      (1 0 2 3 2 1 2)              82.422
13037      (1 0 1 2 1 2 1)              82.421
13038      (1 0 1 2 1 1 1)              82.418
13039      (1 0 1 2 1 1 1)              82.416
13040      (1 0 2 3 2 1 2)              82.413
13041      (1 0 1 2 1 2 1)              82.411
13042      (1 0 1 2 1 2 1)              82.407
13043      (1 0 2 3 0 0 0)              82.408
13044      (1 0 1 2 1 1 1)              82.404
13045      (0 0 4 5 2 1 1)              82.400
13046      (1 0 1 2 1 2 1)              82.397
13047      (0 0 4 6 0 0 1)              82.395
13048      (1 0 1 2 0 0 0)              82.392
13049      (0 0 4 6 0 0 1)              82.390
13050      (0 0 4 6 1 1 1)              82.389
13051      (1 0 1 2 1 1 1)              82.386
13052      (1 0 1 2 2 2 1)              82.385
13053      (1 0 1 2 1 2 1)              82.385
13054      (1 0 2 3 2 1 2)              82.380
13055      (1 0 2 3 1 1 1)              82.379
13056      (0 0 2 3 2 0 2)              82.374
13057      (1 0 1 2 0 0 1)              82.372
13058      (1 0 2 3 2 1 1)              82.369
13059      (1 0 0 0 2 2 1)              82.370
13060      (1 0 1 2 1 1 1)              82.366
13061      (0 0 1 2 1 1 1)              82.363
13062      (0 0 4 2 2 2 1)              82.361
13063      (1 0 1 2 1 1 1)              82.359
13064      (1 0 2 3 2 1 2)              82.359
13065      (1 0 3 1 2 1 2)              82.357
13066      (0 0 1 2 1 1 1)              82.352
13067      (0 0 1 2 0 0 1)              82.348
13068      (1 0 0 0 2 2 1)              82.348
13069      (1 0 1 2 1 1 1)              82.347
13070      (1 0 2 3 1 0 1)              82.346
13071      (0 0 4 2 2 2 1)              82.343
13072      (1 0 3 1 2 1 2)              82.341
13073      (1 0 1 2 0 0 0)              82.337
13074      (1 0 1 2 1 2 1)              82.334
13075      (1 0 2 3 1 0 1)              82.332
13076      (1 0 1 2 1 1 1)              82.330
13077      (0 0 1 2 0 0 1)              82.326
13078      (0 0 4 2 2 2 1)              82.321
13079      (1 0 0 0 0 1 1)              82.319
13080      (1 0 2 3 1 2 1)              82.317
