sample_id,pred_task1,pred_task2,pred_task3,pred_task4,pred_task5,pred_task6,pred_task7
13073,1,0,1,2,0,0,0
13074,1,0,1,2,1,2,1
13075,1,0,2,3,1,0,1
13076,1,0,1,2,1,1,1
13077,0,0,1,2,0,0,1
13078,0,0,4,2,2,2,1
13079,1,0,0,0,0,1,1
13080,1,0,2,3,1,2,1
13081,1,0,1,2,1,2,1
13082,1,0,1,2,1,1,1
13083,1,0,1,2,1,1,1
13084,0,0,4,2,2,2,1
13085,1,0,1,2,1,2,1
13086,1,0,1,2,1,2,1
13087,1,0,3,1,2,1,2
13088,0,0,4,2,2,2,1
13089,0,0,4,2,2,2,1
13090,0,0,4,6,0,0,1
13091,1,0,3,1,2,1,2
13092,0,0,4,2,2,2,1
13093,1,0,1,2,1,2,1
13094,1,0,1,2,1,1,1
13095,1,0,3,1,2,1,2
13096,1,0,0,0,1,2,1
13097,0,0,4,2,2,2,1
13098,1,0,2,3,1,0,1
13099,1,0,2,3,1,0,1
13100,1,0,1,2,0,0,1
13101,1,0,3,1,2,1,2
13102,0,0,4,6,2,2,2
13103,1,0,1,2,1,2,1
13104,0,0,1,2,0,0,1
13105,1,0,1,2,1,2,1
13106,0,0,4,2,2,2,1
13107,1,0,1,2,1,2,1
13108,1,0,1,2,1,2,1
13109,1,0,2,3,1,2,1
13110,1,0,1,2,2,2,1
13111,1,0,1,2,1,1,1
13112,0,0,4,5,2,2,1
13113,1,0,2,3,1,2,1
13114,1,0,2,3,2,2,1
13115,1,0,2,3,1,0,1
13116,1,0,1,2,1,2,1
13117,0,0,4,3,2,1,1
13118,1,0,1,2,1,1,1
13119,1,0,1,2,1,1,1
13120,1,0,4,5,2,2,2
13121,1,0,2,3,2,1,2
13122,0,0,1,2,0,0,1
13123,0,0,1,2,0,0,1
13124,1,0,1,2,1,1,1
13125,1,0,1,2,1,1,1
13126,0,0,4,2,2,2,1
13127,0,0,4,2,2,2,1
13128,0,0,4,2,2,2,1
13129,0,0,1,2,1,2,1
13130,0,0,4,2,2,2,1
13131,0,0,4,2,2,2,1
13132,0,0,2,3,1,2,1
13133,0,0,4,2,2,2,1
13134,1,0,1,2,1,1,1
13135,1,0,1,2,1,2,1
13136,0,0,0,0,1,1,1
13137,0,0,4,2,2,2,1
13138,1,0,4,5,2,2,2
13139,1,0,4,5,2,2,2
13140,0,0,4,5,2,1,1
13141,0,0,4,2,2,2,1
13142,1,0,1,2,1,1,1
13143,0,0,4,6,1,2,1
13144,1,0,1,2,1,1,1
13145,1,0,3,1,2,1,2
13146,1,0,3,1,2,1,2
13147,0,0,1,2,1,1,1
13148,1,0,1,2,1,1,1
13149,0,0,4,2,2,2,1
13150,1,0,2,3,1,1,1
13151,0,0,4,3,2,1,1
13152,1,0,0,0,2,2,1
13153,0,0,4,2,2,2,1
13154,1,0,1,2,1,1,1
13155,1,0,1,2,1,2,1
13156,1,0,1,2,1,1,1
13157,1,0,3,1,2,1,2
13158,0,0,4,2,2,2,1
13159,1,0,2,3,1,2,0
13160,0,0,4,2,2,2,1
13161,1,0,3,1,2,1,2
13162,0,0,1,2,1,1,1
13163,0,0,4,5,2,1,1
13164,0,0,4,2,2,2,1
13165,1,0,1,2,1,0,1
13166,1,0,2,3,1,0,1
13167,1,0,1,2,0,0,0
13168,1,0,1,2,1,1,1
13169,0,0,4,2,2,2,1
13170,1,0,3,1,2,1,2
13171,0,0,1,2,1,1,1
13172,1,0,2,3,1,0,1
13173,1,0,1,2,1,1,1
13174,1,0,3,1,2,1,2
13175,0,0,1,2,0,0,1
13176,1,0,0,0,1,1,1
13177,0,0,1,2,2,1,2
13178,0,0,4,5,2,1,1
13179,1,0,3,1,2,1,2
13180,0,0,4,2,2,2,1
13181,0,0,2,3,1,2,1
13182,1,0,1,2,1,1,1
13183,0,0,4,2,2,2,1
13184,0,0,4,5,2,1,1
13185,1,0,3,1,2,1,2
13186,1,0,3,1,2,1,2
13187,1,0,1,2,1,2,1
13188,1,0,2,3,1,2,0
13189,0,0,4,2,2,2,1
13190,1,0,1,2,1,1,1
13191,1,0,1,2,1,2,1
13192,1,0,4,5,2,2,2
13193,0,0,4,2,2,2,1
13194,1,0,2,3,2,1,2
13195,1,0,1,2,1,2,1
13196,1,0,1,2,1,1,1
13197,0,0,2,3,1,2,1
13198,0,0,4,6,1,2,1
13199,1,0,1,2,1,1,1
13200,1,0,1,2,0,0,0
13201,1,0,1,2,1,2,1
13202,0,0,1,2,1,1,1
13203,1,0,3,1,2,1,2
13204,0,0,4,2,2,2,1
13205,1,0,1,2,1,2,1
13206,0,0,4,2,2,2,1
13207,1,0,3,1,2,1,2
13208,1,0,1,2,1,1,1
13209,0,0,4,2,2,2,1
13210,1,0,2,3,2,1,2
13211,1,0,2,3,1,0,1
13212,0,0,1,2,2,1,2
13213,1,0,1,2,1,1,1
13214,1,0,1,2,1,2,1
13215,1,0,1,2,1,2,1
13216,0,0,2,3,1,2,1
13217,1,0,2,3,1,0,1
13218,0,0,4,3,1,1,1
13219,0,0,4,2,2,2,1
13220,1,0,3,1,2,1,2
13221,1,0,2,3,1,0,1
13222,0,0,4,2,2,2,1
13223,1,0,2,3,1,0,1
13224,1,0,1,2,1,1,1
13225,1,0,1,2,1,2,1
13226,1,0,1,2,1,1,1
13227,1,0,1,2,1,1,1
13228,1,0,1,2,1,2,1
13229,1,0,1,2,0,0,1
13230,1,0,1,2,1,1,1
13231,1,0,2,3,1,2,0
13232,0,0,4,2,2,2,1
13233,0,0,1,2,0,0,1
13234,1,0,2,3,2,2,1
13235,1,0,1,2,1,1,1
13236,0,0,1,2,0,0,1
13237,0,0,4,2,2,2,1
13238,1,0,1,2,1,1,1
13239,1,0,1,2,1,2,1
13240,1,0,2,3,2,1,1
13241,1,0,1,2,1,2,1
13242,1,0,2,3,1,0,1
13243,0,0,4,6,1,2,1
13244,0,0,4,2,2,2,1
13245,0,0,4,6,1,2,1
13246,0,0,0,4,1,2,0
13247,1,0,1,2,1,2,1
13248,1,0,2,3,2,1,1
13249,0,0,4,2,2,2,1
13250,0,0,4,6,1,2,1
13251,1,0,1,2,1,1,1
13252,1,0,1,2,1,1,1
13253,1,0,0,0,2,2,1
13254,1,0,1,2,1,2,1
13255,1,0,1,2,1,2,1
13256,1,0,1,2,1,2,1
13257,0,0,2,3,1,2,1
13258,0,0,1,2,1,1,1
13259,0,0,4,2,2,2,1
13260,0,0,4,2,2,2,1
13261,1,0,2,3,1,0,1
13262,1,0,1,2,1,1,1
13263,1,0,2,3,2,1,1
13264,1,0,2,3,1,2,1
13265,1,0,2,3,1,0,1
13266,1,0,3,1,2,1,2
13267,1,0,2,3,2,2,1
13268,1,0,3,1,2,1,2
13269,1,0,2,3,1,0,1
13270,1,0,1,2,1,1,1
13271,1,0,1,2,1,1,1
13272,1,0,1,2,1,1,1
13273,1,0,3,1,2,1,2
13274,1,0,1,2,1,1,1
13275,1,0,2,3,1,0,1
13276,1,0,1,2,1,1,1
13277,0,0,4,3,2,1,1
13278,0,0,4,6,1,2,1
13279,1,0,2,3,1,2,0
13280,1,0,0,0,1,2,0
13281,1,0,1,2,1,2,1
13282,0,0,4,3,2,1,1
13283,0,0,4,6,0,0,1
13284,0,0,4,2,2,2,1
13285,1,0,1,2,1,2,1
13286,0,0,4,5,2,1,1
13287,1,0,2,3,1,2,0
13288,0,0,1,2,0,0,1
13289,1,0,1,2,1,2,1
13290,0,0,1,2,1,1,1
13291,1,0,1,2,1,1,1
13292,0,0,2,3,1,2,1
13293,0,0,4,2,2,2,1
13294,1,0,3,1,2,1,2
13295,0,0,2,3,1,1,1
13296,1,0,2,3,2,1,2
13297,0,0,4,6,1,2,1
13298,1,0,1,2,0,0,0
13299,1,0,4,5,2,2,2
13300,1,0,1,2,1,1,1
13301,1,0,1,2,1,2,1
13302,1,0,4,5,2,2,2
13303,1,0,1,2,1,2,1
13304,1,0,1,2,1,1,1
13305,1,0,1,2,1,2,1
13306,1,0,2,3,2,1,2
13307,0,0,4,2,2,2,1
13308,1,0,1,2,1,2,1
13309,1,0,2,3,1,0,1
13310,0,0,4,2,2,2,1
13311,0,0,1,2,1,1,1
13312,1,0,1,2,0,0,0
13313,1,0,3,1,2,1,2
13314,1,0,3,1,2,1,2
13315,0,0,1,2,1,1,1
13316,1,0,1,2,1,2,1
13317,1,0,3,1,2,1,2
13318,1,0,3,1,2,1,2
13319,1,0,1,2,1,1,1
13320,0,0,4,6,0,0,1
13321,1,0,1,2,1,1,1
13322,1,0,4,5,2,2,2
13323,1,0,1,2,1,1,1
13324,1,0,3,1,2,1,2
13325,0,0,4,5,2,1,1
13326,0,0,4,2,2,2,1
13327,0,0,1,2,1,2,1
13328,0,0,4,3,2,1,1
13329,0,0,4,2,2,2,1
13330,1,0,2,3,2,1,2
13331,1,0,1,2,1,1,1
13332,1,0,1,2,0,0,1
13333,1,0,0,0,1,2,0
13334,0,0,1,2,1,1,1
13335,1,0,1,2,1,1,1
13336,1,0,2,3,1,1,1
13337,0,0,2,3,1,1,1
13338,0,0,1,2,0,0,1
13339,1,0,1,2,1,1,1
13340,0,0,4,6,1,2,1
13341,1,0,1,2,1,1,1
13342,0,0,4,6,0,0,1
13343,0,0,4,2,2,2,1
13344,1,0,1,2,1,1,1
13345,1,0,1,2,1,1,1
13346,1,0,2,3,1,2,0
13347,1,0,4,5,2,2,2
13348,1,0,1,2,1,2,1
13349,1,0,2,3,1,0,1
13350,0,0,2,3,1,2,1
13351,0,0,4,6,1,2,1
13352,0,0,4,6,0,0,1
13353,1,0,1,2,1,1,1
13354,0,0,4,6,0,0,1
13355,1,0,1,2,1,1,1
13356,0,0,4,3,2,1,1
13357,0,0,4,6,2,2,1
13358,0,0,1,2,0,0,1
13359,0,0,4,2,2,2,1
13360,1,0,0,0,2,2,1
13361,1,0,1,2,1,0,1
13362,1,0,3,1,2,1,2
13363,1,0,2,3,1,0,1
13364,1,0,1,2,1,2,1
13365,0,0,4,2,2,2,1
13366,1,0,3,1,2,1,2
13367,1,0,1,2,1,2,1
13368,1,0,2,3,2,1,2
13369,0,0,1,2,1,1,1
13370,1,0,3,1,2,1,2
13371,1,0,1,2,1,2,1
13372,1,0,3,1,2,1,2
13373,1,0,3,1,2,1,2
13374,0,0,4,6,1,2,1
13375,1,0,1,2,1,1,1
13376,1,0,3,1,2,1,2
13377,1,0,1,2,1,2,1
13378,1,0,1,2,1,1,1
13379,1,0,3,1,2,1,2
13380,1,0,2,3,1,0,1
13381,0,0,4,2,2,2,1
13382,0,0,4,2,2,2,1
13383,1,0,1,2,1,1,1
13384,1,0,1,2,1,2,1
13385,1,0,0,0,1,2,0
13386,1,0,1,2,0,0,1
13387,1,0,3,1,2,1,2
13388,0,0,4,6,1,2,1
13389,0,0,0,4,1,2,1
13390,1,0,1,2,0,0,1
13391,1,0,2,3,2,1,2
13392,0,0,1,2,1,1,1
13393,1,0,2,3,2,2,1
13394,1,0,1,2,1,2,1
13395,1,0,4,5,2,2,2
13396,1,0,4,5,2,2,2
13397,1,0,2,3,1,0,1
13398,1,0,3,1,2,1,2
13399,1,0,1,2,1,2,1
13400,1,0,1,2,1,1,1
13401,1,0,1,2,1,1,1
13402,0,0,4,2,2,2,1
13403,1,0,1,2,1,1,1
13404,1,0,2,3,1,2,1
13405,0,0,1,2,0,0,1
13406,0,0,4,2,2,2,1
13407,1,0,1,2,1,1,1
13408,0,0,4,6,1,2,1
13409,1,0,1,2,1,2,1
13410,1,0,1,2,1,2,1
13411,1,0,1,2,1,1,1
13412,0,0,1,2,1,1,1
13413,0,0,2,3,1,2,1
13414,1,0,0,0,1,0,1
13415,1,0,2,3,1,2,0
13416,1,0,1,2,0,0,0
13417,1,0,3,1,2,1,2
13418,1,0,2,3,2,1,2
13419,1,0,1,2,1,0,1
13420,1,0,0,0,1,2,0
13421,1,0,1,2,1,1,1
13422,1,0,1,2,1,1,1
13423,0,1,0,0,2,2,1
13424,1,0,1,2,1,0,1
13425,1,0,4,5,2,2,2
13426,0,0,4,6,0,0,1
13427,1,0,3,1,2,1,2
13428,0,0,1,2,0,0,1
13429,1,0,1,2,1,2,1
13430,1,0,3,1,2,1,2
13431,1,0,1,2,0,0,0
13432,0,0,4,5,2,1,1
13433,0,0,4,3,2,1,1
13434,1,0,1,2,1,1,1
13435,1,0,3,1,2,1,2
13436,1,0,3,1,2,1,2
13437,1,0,2,3,2,2,1
13438,1,0,2,3,1,2,1
13439,1,0,1,2,1,2,1
13440,1,0,1,2,1,2,1
13441,1,0,1,2,0,0,1
13442,1,0,2,3,2,2,1
13443,1,0,1,2,1,1,1
13444,0,0,1,2,0,0,1
13445,1,0,1,2,0,0,1
13446,0,0,4,5,2,1,1
13447,1,0,1,2,0,0,1
13448,1,0,2,3,2,1,2
13449,1,0,2,3,1,0,1
13450,0,0,4,2,2,2,1
13451,0,0,4,2,2,2,1
13452,0,0,4,2,2,2,1
13453,0,0,1,2,2,2,1
13454,0,0,4,5,2,1,1
13455,1,0,2,3,1,2,1
13456,1,0,1,2,1,1,1
13457,0,0,4,6,1,2,1
13458,1,0,2,3,1,0,1
13459,1,0,1,2,1,1,1
13460,1,0,2,3,1,2,0
13461,1,0,1,2,1,1,1
13462,1,0,2,3,1,0,1
13463,1,0,2,3,2,2,1
13464,1,0,1,2,1,1,1
13465,1,0,3,1,2,1,2
13466,1,0,1,2,1,2,1
13467,0,0,4,2,2,2,1
13468,0,0,4,2,2,2,1
13469,1,0,1,2,1,1,1
13470,1,0,3,1,2,1,2
13471,0,0,4,3,2,1,1
13472,1,0,4,5,2,2,2
13473,1,0,1,2,1,1,1
13474,0,0,2,3,1,2,1
13475,1,0,1,2,1,1,1
13476,1,0,2,3,1,0,1
13477,1,0,3,1,2,1,2
13478,1,0,1,2,0,0,1
13479,0,0,1,2,0,0,1
13480,1,0,1,2,1,2,1
13481,0,0,1,2,1,1,0
13482,1,0,1,2,1,2,1
13483,0,0,4,2,2,2,1
13484,1,0,1,2,1,1,1
13485,0,1,4,6,0,0,1
13486,1,0,1,2,1,2,1
13487,1,0,3,1,2,1,2
13488,0,0,4,3,1,1,1
13489,1,0,2,3,1,0,1
13490,1,0,1,2,1,1,1
13491,0,0,4,2,1,2,1
13492,1,0,2,3,1,0,1
13493,1,0,2,3,1,1,1
13494,1,0,1,2,1,2,1
13495,0,0,1,2,1,1,1
13496,0,0,2,3,1,1,1
13497,1,0,1,2,1,2,1
13498,0,0,4,3,2,1,1
13499,1,0,2,3,1,0,1
13500,1,0,3,1,2,1,2
13501,0,0,4,3,2,1,1
13502,0,0,4,3,2,1,1
13503,1,0,3,1,2,1,2
13504,1,0,1,2,1,1,1
13505,1,0,3,1,2,1,2
13506,1,0,1,2,0,0,0
13507,1,0,3,1,2,1,2
13508,1,0,3,1,2,1,2
13509,1,0,1,2,1,1,1
13510,0,0,1,2,0,0,1
13511,1,0,1,2,1,2,1
13512,1,0,1,2,1,1,1
13513,1,0,1,2,1,2,1
13514,1,0,0,0,1,1,1
13515,0,0,4,2,2,2,1
13516,1,0,3,1,2,1,2
13517,1,0,1,2,1,2,1
13518,1,0,1,2,1,1,1
13519,0,0,1,2,0,0,1
13520,1,0,3,1,2,1,2
13521,0,0,4,2,2,2,1
13522,0,0,4,2,2,2,1
13523,1,0,1,2,1,1,1
13524,0,0,4,2,2,2,1
13525,1,0,1,2,1,2,1
13526,1,0,1,2,1,1,1
13527,1,0,1,2,1,1,1
13528,1,0,1,2,0,0,1
13529,1,0,2,3,1,0,1
13530,0,0,2,3,2,2,0
13531,1,0,1,2,1,1,1
13532,1,0,3,1,2,1,2
13533,0,0,4,2,2,2,1
13534,1,0,0,0,2,2,1
13535,1,0,1,2,1,2,1
13536,1,0,2,3,2,1,2
13537,0,0,4,2,2,2,1
13538,1,0,1,2,1,2,1
13539,1,0,2,3,2,1,2
13540,1,0,1,2,1,0,1
13541,1,0,1,2,1,1,1
13542,1,0,3,1,2,1,2
13543,1,0,1,2,1,2,1
13544,1,0,1,2,1,1,1
13545,1,0,0,0,1,2,1
13546,1,0,1,2,1,2,1
13547,1,0,2,3,2,1,2
13548,1,0,3,1,2,1,2
13549,0,1,0,0,2,2,1
13550,0,0,4,2,2,2,1
13551,1,0,1,2,1,1,1
13552,1,0,2,3,1,1,1
13553,0,0,2,3,1,2,1
13554,1,0,1,2,1,1,1
13555,1,0,0,0,1,2,1
13556,1,0,2,3,1,2,1
13557,1,0,2,3,2,1,2
13558,1,0,1,2,1,2,1
13559,0,0,4,3,1,1,1
13560,1,0,1,2,1,2,1
13561,1,0,2,3,2,2,1
13562,0,0,4,6,2,1,1
13563,0,0,1,2,0,0,1
13564,1,0,0,0,2,2,1
13565,0,0,4,2,2,2,1
13566,1,0,1,2,1,2,1
13567,1,0,2,3,1,1,1
13568,0,0,4,2,2,2,1
13569,0,0,4,6,1,2,1
13570,0,0,1,2,1,1,1
13571,1,0,1,2,1,2,1
13572,1,0,3,1,2,1,2
13573,0,0,4,2,2,2,1
13574,0,0,4,2,2,2,1
13575,1,0,3,1,2,1,2
13576,1,0,1,2,1,1,1
13577,1,0,3,1,2,1,2
13578,1,0,2,3,1,0,1
13579,1,0,1,2,1,1,1
13580,1,0,1,2,1,1,1
13581,1,0,3,1,2,1,2
13582,1,0,1,2,1,1,1
13583,1,0,2,3,1,1,1
13584,1,0,2,3,2,2,1
13585,1,0,1,2,1,2,1
13586,0,0,1,2,1,1,1
13587,0,0,4,5,2,1,1
13588,1,0,3,1,2,1,2
13589,0,0,4,2,2,2,1
13590,1,0,3,1,2,1,2
13591,1,0,1,2,1,2,1
13592,0,0,4,6,1,2,1
13593,1,0,1,2,1,1,1
13594,0,0,4,2,2,2,1
13595,0,0,4,2,2,2,1
13596,1,0,2,3,2,1,2
13597,0,0,4,2,2,2,1
13598,0,0,4,2,2,2,1
13599,1,0,1,2,1,2,1
13600,1,0,1,2,1,2,1
13601,0,0,4,3,2,1,1
13602,1,0,1,2,1,1,1
13603,1,0,1,2,1,2,1
13604,1,0,3,1,2,1,2
13605,1,0,3,1,2,1,2
13606,0,0,4,2,2,2,1
13607,1,0,1,2,2,2,1
13608,0,0,2,3,1,2,1
13609,1,0,2,3,1,2,1
13610,0,0,1,2,1,1,1
13611,1,0,1,2,1,0,1
13612,1,0,1,2,1,1,1
13613,0,0,4,2,2,2,1
13614,1,0,4,5,2,2,2
13615,1,0,2,3,1,2,0
13616,1,0,1,2,1,2,1
13617,1,0,1,2,0,0,1
13618,1,0,1,2,1,1,1
13619,1,0,1,2,1,1,1
13620,1,0,1,2,1,1,1
13621,0,0,4,2,2,2,1
13622,1,0,1,2,1,1,1
13623,1,0,1,2,1,1,1
13624,0,0,2,3,1,1,1
13625,0,0,1,2,0,0,1
13626,0,0,4,2,2,2,1
13627,1,0,3,1,2,1,2
13628,1,0,3,1,2,1,2
13629,0,0,4,2,2,2,1
13630,0,0,4,3,2,1,1
13631,1,0,1,2,1,1,1
13632,0,0,4,2,2,2,1
13633,0,0,4,2,2,2,1
13634,0,0,0,4,1,2,1
13635,1,0,3,1,2,1,2
13636,1,0,1,2,0,0,0
13637,0,0,4,2,2,2,1
13638,1,0,1,2,1,0,1
13639,0,0,4,5,2,1,1
13640,1,0,1,2,1,1,1
13641,1,0,2,3,2,1,2
13642,0,0,4,5,2,1,1
13643,1,0,1,2,1,2,1
13644,0,0,4,2,2,2,1
13645,1,0,0,0,2,2,1
13646,0,0,4,2,2,2,1
13647,0,0,4,2,2,2,1
13648,0,0,4,6,2,1,1
13649,1,0,3,1,2,1,2
13650,0,0,1,2,1,1,1
13651,0,0,0,0,1,1,1
13652,0,0,4,3,2,1,1
13653,0,0,4,2,2,2,1
13654,0,0,4,2,2,2,1
13655,1,0,1,2,1,1,1
13656,1,0,1,2,1,1,1
13657,1,0,0,0,1,2,0
13658,1,0,1,2,1,2,1
13659,0,0,4,2,2,2,1
13660,0,0,1,2,0,0,1
13661,0,0,4,6,0,0,1
13662,1,0,1,2,1,1,1
13663,1,0,0,0,2,2,1
13664,1,0,1,2,0,0,1
13665,0,0,4,6,0,0,1
13666,0,0,1,2,0,0,1
13667,1,0,4,5,2,2,2
13668,1,0,1,2,0,0,1
13669,1,0,2,3,1,0,1
13670,0,0,0,4,1,2,1
13671,0,0,4,6,1,1,1
13672,1,0,0,0,2,2,1
13673,1,0,1,2,1,1,1
13674,1,0,1,2,1,1,1
13675,1,0,4,5,2,2,2
13676,0,0,4,2,2,2,1
13677,0,0,4,5,2,1,1
13678,1,0,1,2,1,2,1
13679,0,0,4,2,2,2,1
13680,1,0,2,3,2,1,2
13681,1,0,1,2,1,1,1
13682,1,0,3,1,2,1,2
13683,1,0,0,0,1,2,0
13684,1,0,1,2,1,1,1
13685,0,0,4,6,1,2,1
13686,0,0,2,3,1,2,1
13687,1,0,2,3,1,0,1
13688,0,0,4,2,2,2,1
13689,1,0,2,3,2,1,2
13690,1,0,1,2,0,0,1
13691,0,0,4,2,2,2,1
13692,1,0,1,2,0,0,0
13693,1,0,3,1,2,1,2
13694,1,0,1,2,0,0,1
13695,1,0,1,2,1,1,1
13696,0,0,4,2,2,2,1
13697,1,0,2,3,1,0,1
13698,0,0,1,2,0,0,1
13699,1,0,3,1,2,1,2
13700,0,0,4,2,2,2,1
13701,1,0,3,1,2,1,2
13702,1,0,1,2,1,1,1
13703,1,0,1,2,1,2,1
13704,1,0,2,3,1,0,1
13705,1,0,1,2,1,1,1
13706,1,0,1,2,1,1,1
13707,0,0,4,6,0,0,1
13708,1,0,2,3,2,1,1
13709,1,0,1,2,1,2,1
13710,0,0,4,5,2,1,1
13711,0,0,4,5,2,1,1
13712,0,0,4,2,2,2,1
13713,1,0,2,3,1,2,1
13714,0,0,4,6,1,2,1
13715,1,0,1,2,0,0,0
13716,1,0,1,2,1,1,1
13717,0,0,4,2,2,2,1
13718,1,0,1,2,1,1,1
13719,1,0,2,3,1,0,1
13720,1,0,1,2,1,1,1
13721,1,0,2,3,1,2,0
13722,1,0,1,2,1,2,1
13723,0,0,4,2,2,2,1
13724,1,0,2,3,1,0,1
13725,1,0,1,2,1,1,1
13726,1,0,2,3,1,0,1
13727,0,0,4,2,2,2,1
13728,1,0,0,0,1,2,0
13729,0,0,1,2,0,0,1
13730,1,0,1,2,1,2,1
13731,0,0,4,3,1,1,1
13732,1,0,1,2,1,2,1
13733,1,0,1,2,0,0,0
13734,0,0,4,2,2,2,1
13735,0,0,1,2,1,1,1
13736,1,0,2,3,1,0,1
13737,0,0,4,2,2,2,1
13738,1,0,1,2,1,2,1
13739,0,0,4,6,1,2,1
13740,0,0,4,2,2,2,1
13741,1,0,1,2,0,0,1
13742,0,0,4,2,2,2,1
13743,1,0,2,3,1,2,1
13744,1,0,1,2,1,1,1
13745,0,0,2,3,1,2,1
13746,0,0,4,2,2,2,1
13747,1,0,1,2,1,2,1
13748,0,0,4,3,2,1,1
13749,1,0,0,0,1,2,0
13750,1,0,2,3,2,1,2
13751,1,0,1,2,1,2,1
13752,0,0,0,4,1,2,1
13753,0,0,4,2,2,2,1
13754,0,0,4,2,2,2,1
13755,1,0,1,2,2,2,1
13756,1,0,1,2,0,0,1
13757,1,0,1,2,1,1,1
13758,1,0,1,2,1,2,1
13759,1,0,3,1,1,0,0
13760,0,0,4,6,1,1,1
13761,0,0,2,3,1,2,1
13762,1,0,2,3,1,2,1
13763,1,0,1,2,0,0,1
13764,0,0,4,2,2,2,1
13765,1,0,2,3,1,2,1
13766,1,0,2,3,2,1,2
13767,0,0,2,3,1,2,1
13768,1,0,3,1,2,1,2
13769,1,0,1,2,1,2,1
13770,1,0,3,1,2,1,2
13771,1,0,3,1,2,1,2
13772,1,0,1,2,1,1,1
13773,0,0,1,2,1,1,1
13774,1,0,2,3,2,1,2
13775,1,0,3,1,2,1,2
13776,1,0,2,3,2,1,2
13777,1,0,2,3,0,0,0
13778,1,0,1,2,1,1,1
13779,1,0,3,1,2,1,2
13780,1,0,2,3,1,0,1
13781,1,0,2,3,1,1,1
13782,1,0,3,1,2,1,2
13783,1,0,1,2,1,2,1
13784,1,0,0,0,2,2,1
13785,1,0,2,3,1,0,1
13786,1,0,4,5,2,2,2
13787,1,0,3,1,2,1,2
13788,1,0,1,2,1,1,1
13789,1,0,3,1,2,1,2
13790,0,0,1,2,0,0,1
13791,1,0,1,2,1,2,1
13792,1,0,1,2,1,2,1
13793,0,0,1,2,1,1,1
13794,0,0,4,2,2,2,1
13795,0,0,4,2,2,2,1
13796,1,0,2,3,1,1,1
13797,1,0,1,2,1,2,1
13798,0,0,4,3,1,1,1
13799,1,0,3,1,2,1,2
13800,0,0,4,2,2,2,1
13801,1,0,1,2,1,1,1
13802,0,0,4,2,2,2,1
13803,1,0,2,3,2,2,1
13804,1,0,2,3,1,0,1
13805,0,0,4,2,2,2,1
13806,1,0,2,3,1,0,1
13807,1,0,1,2,1,2,1
13808,1,0,3,1,2,1,2
13809,0,0,1,2,0,0,1
13810,0,0,1,2,1,1,1
13811,1,0,1,2,1,2,1
13812,1,0,0,0,1,2,0
13813,1,0,1,2,1,1,1
13814,1,0,3,1,1,1,1
13815,0,0,4,2,2,2,1
13816,1,0,3,1,2,1,2
13817,0,0,2,3,1,2,1
13818,0,0,4,2,2,2,1
13819,0,0,1,2,1,1,1
13820,1,0,0,0,2,2,1
13821,0,0,4,2,1,2,1
13822,0,0,4,2,2,2,1
13823,1,0,1,2,2,2,1
13824,0,0,4,6,1,2,1
13825,1,0,1,2,1,1,1
13826,1,0,2,3,2,1,2
13827,0,0,1,2,1,1,1
13828,1,0,1,2,1,2,1
13829,0,0,4,3,2,1,1
13830,1,0,1,2,1,2,1
13831,0,0,4,2,2,2,1
13832,1,0,3,1,2,1,2
13833,1,0,1,2,1,2,1
13834,1,0,1,2,1,2,1
13835,1,0,1,2,1,1,1
13836,1,0,1,2,1,2,1
13837,0,0,4,6,0,0,1
13838,0,0,4,2,2,2,1
13839,0,0,4,2,2,2,1
13840,0,0,2,3,2,2,2
13841,1,0,2,3,1,0,1
13842,1,0,1,2,1,1,1
13843,1,0,1,2,1,1,1
13844,1,0,2,3,1,0,1
13845,1,0,1,2,1,1,1
13846,0,0,4,6,1,1,1
13847,1,0,1,2,1,2,1
13848,1,0,2,3,1,2,1
13849,1,0,2,3,1,0,1
13850,0,0,4,2,2,2,1
13851,1,0,1,2,1,2,1
13852,0,0,4,6,1,2,1
13853,0,0,4,5,2,1,1
13854,1,0,2,3,1,2,1
13855,1,0,1,2,1,2,1
13856,1,0,2,3,1,0,1
13857,1,0,3,1,2,1,2
13858,1,0,2,3,1,1,1
13859,0,0,4,2,2,2,1
13860,1,0,2,3,2,1,2
13861,1,0,0,0,0,2,1
13862,1,0,1,2,1,1,1
13863,1,0,1,2,1,1,1
13864,1,0,1,2,1,2,1
13865,0,0,4,5,2,1,1
13866,1,0,1,2,1,1,1
13867,0,0,4,3,2,1,1
13868,0,0,4,2,2,2,1
13869,1,0,1,2,1,1,1
13870,1,0,1,2,1,2,1
13871,1,0,1,2,1,1,1
13872,1,0,4,5,2,2,2
13873,0,0,1,2,1,1,1
13874,1,0,3,1,2,1,2
13875,1,0,3,1,2,1,2
13876,1,0,1,2,1,2,1
13877,1,0,3,1,2,1,2
13878,1,0,3,1,2,1,2
13879,1,0,1,2,1,2,1
13880,0,0,4,5,2,1,1
13881,0,0,0,4,0,1,0
13882,0,0,1,2,1,1,1
13883,1,0,3,1,2,1,2
13884,1,0,2,3,1,0,1
13885,0,0,4,6,0,0,1
13886,1,0,1,2,0,0,1
13887,0,0,4,2,2,2,1
13888,1,0,1,2,1,2,1
13889,1,0,1,2,1,1,1
13890,0,0,4,2,2,2,1
13891,1,0,1,2,1,1,1
13892,1,0,4,5,2,2,2
